,Teslin_DOC / micromolar,Pelly_DOC / micromolar,White+Donjec_DOC/ micromolar,Stewart_DOC / micromolar,Porcupine_DOC / micromolar,Tanana_DOC / micromolar,Koyukuk_DOC / micromolar
0,372.0748943919438,699.2027094190016,648.6811299383439,665.3568117120012,528.7386277358046,320.6563223257909,201.40295303049157
1,376.3336559520347,653.8409458449419,679.513668569474,674.0521226956164,518.1461499488789,337.0898522234978,200.41541782776997
2,367.59598340187074,664.865435545652,662.2501207996526,714.8050824587989,496.2340640164325,303.11850516791714,203.84136488037174
3,397.9480118510945,690.9422019911268,634.5565545768409,711.4708920522509,469.91046276176957,333.61025736264224,209.7296275729807
4,390.54204037650777,694.5104148884085,679.3007446833922,682.2218757719305,476.0798945382796,323.0596253203642,190.70781114372988
5,404.00067973747093,626.6939904216401,681.5727653621864,719.1706029112663,514.1002553009766,300.5287319529258,191.23300606417126
6,418.0206429485608,674.926548379378,654.7261709985038,700.5955875159549,497.4884783939403,298.0891027731971,212.59248573314284
7,402.6194075548748,673.8180172026119,649.618983430466,653.6502248440057,514.9516208103473,316.51170301617805,191.24850240626222
8,387.24058306228596,683.3536232778089,679.9573740615602,650.9985949691186,531.4716126527661,312.16385852744213,198.97647282929802
9,375.7084352169878,726.6557168266478,686.8245741424676,684.2324157294075,507.38925561280973,305.31221622817753,188.98445313653357
10,374.679634375625,714.1569979925298,699.9037892977116,678.2303529274093,474.7057983037123,339.1648323117401,216.07270860131638
11,382.446165025667,666.4662916330237,652.0815823656213,697.1836319605248,503.36224607918666,314.4738952868706,203.09961575315575
12,387.35165444052524,641.3958314592124,666.6985034593381,656.6062683255349,499.65062942601025,335.2536339764463,188.72862511842723
13,361.49002270878685,691.0558681317831,690.6187404149263,689.5571010249439,505.71625405176553,321.2356216521861,185.21022637377158
14,406.2113897615154,676.3416424885854,658.8412448008118,639.1240632799673,512.2267647366972,310.32053293744536,204.15271618311866
15,413.354873903044,681.9740829596967,660.6398219483583,685.8320043424188,501.5626223357622,316.1473233517638,194.66016923634123
16,351.31319707936404,735.8207741515472,705.6652210033515,715.3486703367508,500.8639078609469,338.23714858007685,185.89515520387113
17,377.90117709822346,622.1139606981574,655.2136054015323,682.0311085531583,504.82030473373817,320.174008540669,198.43805675686963
