,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8027620.160347859,1887143.9322245857,883184.7517564667,942829944627.98,27950944.42325107,7949465.899192044,25973186.376697756,25527084.086929332,2654669.6041843826,1842265.3442926223,8371545.238371921,8093218.083954787,2627112.2442294504,2448836.7248366494,2757130.183918193
1,8405989.33112326,2032636.2246460123,854265.4199012747,891474650779.1335,23964869.218480166,7735438.584479811,26557252.925914276,25716938.799228866,2652176.238993015,2035911.2281479288,8302160.168000206,8180337.798431321,2495301.5246052174,2443167.236501142,2419036.3259105925
2,9052931.929476853,1894828.2953786545,842978.4230840328,909660969763.3013,27158334.19887558,7948348.874362237,27067085.4479997,25524701.549569402,2746391.1362175406,1970472.220452251,8347735.818296409,8577872.56964435,2544043.4564278717,2423091.475876206,2484069.9807422697
3,7969681.172899679,2015642.4168788288,877221.631912244,826148969254.5002,27806742.6296748,8042856.337833881,26065676.459844448,24791177.303972084,2477365.257285934,2076674.0876385393,9095080.50638303,8960384.028271925,2504866.849298754,2591710.812739371,2568585.437143258
4,8757857.104753243,2048783.7395696873,879490.5229618747,864399156862.7358,26081428.63633701,7825044.80589508,27495658.554666016,26271630.01394991,2567053.708205783,2108726.8365435875,8619055.572003383,7798917.121525365,2764640.031488011,2675671.9455617997,2686694.928606617
5,8890624.708866483,2070574.3432477668,861322.5006785404,883275418046.8026,24601316.15445159,7576329.828980734,25980525.921586778,26148426.515627213,2747773.9597377195,1930569.885668778,8364654.003860503,8429316.133639775,2601276.063484665,2611452.570051421,2811830.631275136
6,9051208.072660213,1990196.0900438288,834014.6041481744,867395416731.7821,25926949.66876313,8287003.753118962,26612754.889947582,25571689.131312765,2683873.1232748427,2048073.5592714262,9126015.196394041,8602895.13435946,2545892.382587989,2499588.514924077,2481275.6645252537
7,8291257.989295424,1855981.4078946344,797771.0526893047,841371668460.0233,25176014.197311345,7652061.039364644,26187350.12473486,26291077.383146137,2705127.645011089,1973675.0704130789,9077320.478029812,8350009.70254971,2526285.1067845514,2466411.2054572315,2620317.4918983923
8,8398842.133369595,2040970.4565238478,892535.2980551792,871686905204.7218,27886815.444152232,7490026.309766697,26202203.543605875,26752657.55071941,2499534.167271028,1968094.5775075313,9219396.608936211,9154620.700302579,2646641.0368923754,2609629.7168987063,2646930.493287163
9,8770877.379876187,1940054.2611302785,818249.1719522742,890393020838.9844,26294313.77853126,7497301.845196009,25379753.207295317,27767544.22249914,2550199.8224368463,1946682.0976627013,7946382.988474157,8944631.900832081,2390404.445575254,2535739.6468244605,2547888.6056715627
