,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8496758.434777316,1999306.499195599,925074.522057762,902734400842.3911,26033004.596221074,7763122.903511484,24088276.055330154,24184045.22335866,2384331.4289453845,2111792.9770571073,8869484.194782456,8712045.592848532,2501221.213753667,2583709.0630456507,2450118.258476629
1,8899943.42758227,2097115.8158422397,845341.0782221407,818216228918.9147,27487873.790228534,8562732.855815971,27969588.81240557,24207907.53140011,2549878.6740666423,1990959.3739659789,8713328.878417958,8180266.834548374,2745020.7004436413,2389706.613319866,2750918.8019040464
2,8841153.762720048,1996494.3405571494,869582.1350220786,872042651448.7573,24772974.514435515,8071054.066615794,24453399.18258202,25155866.46750176,2538743.117520072,1949450.1245482147,8317235.519719127,7877414.137465293,2450454.7941257665,2800724.339970372,2753506.008759763
3,8587575.251442786,2071524.2557063932,933493.9173311241,862592094579.2859,24163110.5366405,8062142.447668481,24584614.839704048,26224364.798401363,2721166.862402804,1829238.155746502,8368174.494582238,9186696.004621359,2593232.3819389488,2410906.2760529057,2478582.223388021
4,9022075.480802527,1941596.3337333212,896858.9082467865,876749013125.169,25429004.84441003,8306697.679403765,26795186.220614884,25934999.750840038,2459178.0336199724,1876986.9536671045,7995394.012078085,8895415.101473613,2494816.5390466717,2711044.1052458882,2607386.7194788526
5,8949777.133524701,1989782.4158507874,901310.4831027702,898595990702.0753,25292166.61766782,7859111.144527858,26292638.41881052,24597669.806230675,2612526.5777701843,2080177.615438518,8912016.47981564,8484569.31010952,2487402.150492261,2605998.3004998956,2677741.0396247087
6,8139017.9026775835,2007626.0790008213,858935.4785837476,826126808710.159,24831971.445745252,7947496.264689448,25529079.85352215,23847850.212331314,2485595.761643392,1885535.3299059,8832642.4856831,9104038.796459347,2608099.3956923606,2443026.5307456846,2792805.400783392
7,8862890.607243493,1993237.348639073,859392.2851122633,875531941147.5311,26744229.8551098,7493923.382604754,27407255.092149228,24415897.2688459,2609847.344104581,1896177.340656718,8869868.502875557,8484147.830808686,2844230.4640230397,2584043.91448907,2540013.667666224
8,8430754.357915001,2152707.6964239543,891455.5090372382,799969728585.8124,25441902.56327184,7851467.74707663,25826210.874425963,26023672.814626873,2462932.0192419714,1951806.0278047384,8816750.928493155,9276046.341760114,2607055.634680773,2394486.742617412,2713675.452073789
9,8644437.829538718,2059890.336091257,840729.9099168183,825998327896.1823,26420676.998490054,7625877.781394466,26000740.337803252,25362928.834810402,2680119.2154447213,1979452.2992243727,8625601.418801788,8896757.636515018,2674813.9083864246,2625236.357269297,2590966.7226725523
10,8728914.967475293,2004852.5463758605,897482.0316978755,860871465742.1917,25359679.27276246,7732790.718155311,26569798.04011799,25697195.036215875,2667245.362858904,1923326.3007348108,8437842.840378955,8422163.69926645,2487833.2159523163,2552413.13711618,2759729.4761012164
11,8506729.319059681,2155966.5195009885,850927.3908171816,870759469517.6808,27575914.704798434,8023369.701767928,25900993.228012763,24184594.42413344,2436826.463254237,1974278.9218373569,8666016.64554081,8558983.530067507,2666743.840791133,2344310.8505459847,2538895.372333817
12,8599771.996979166,1958020.6800451835,902284.9001943774,865199535220.1382,26014379.608103685,7646685.168542393,26005398.49382183,24520654.292963713,2368822.215731845,1945636.4471466297,9203739.236885672,8830200.685632959,2641783.4162288588,2685212.1968157254,2604563.2996139973
13,7962327.164637959,2032990.655282465,902422.268729071,851531105049.3251,25686893.53566055,8368357.390246015,24329151.03014788,24654362.10176126,2599018.768750892,2104151.1525428784,7981265.422301581,8503553.527715882,2633022.8998809215,2449721.088908785,2754407.890857443
14,8040061.469548785,1872117.944911954,871444.9771698099,898196228730.469,25772021.325732827,7810540.58088907,25038595.74395836,27112194.11848153,2623768.9674032275,1838821.4768657254,8444557.089008076,8711408.414279146,2510139.0530356923,2347520.1728466214,2554222.9193595904
15,8776091.75852991,1979989.913341694,840456.5024657232,827451818941.6667,25992941.201924905,7789688.887512907,26113944.524457566,27040403.757457517,2723922.600357521,2116773.5054089203,8545534.475699803,8553548.897011407,2712104.864551004,2570384.026261208,2624842.3031401765
