,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8651107.151912838,2035182.1020972342,832494.1697900791,897892833743.6067,25448248.66367861,7534439.932919432,25636442.41398279,25590051.7870869,2398903.4038970037,1962400.3526037717,8238246.1969378805,8927186.308652533,2678965.4206667105,2599820.989015681,2485858.5995822987
1,8351529.248260987,2043124.007385353,835456.272058776,850935450283.0487,25460710.952708192,8355719.738783708,27447761.90349609,27190743.13660342,2469870.5161888367,1933313.3573854794,9330352.938802876,8298171.830773239,2577609.134229628,2510954.6479500867,2528499.7480780524
2,8484151.630305253,1958665.8504901417,802775.8725739798,841822601940.0741,27098010.93607308,8319180.893552327,24015708.53081251,24070159.984046604,2722306.5008146614,1958876.9347471646,8328061.302901495,8573515.020544443,2833470.714848529,2669469.6566059077,2452155.593197297
3,8299349.055260777,1986989.5288752478,895395.7355467423,810257430552.2183,24605100.04934172,8151531.756182131,26500339.253607623,28066176.049921155,2591735.138971513,2050148.9605863264,9142907.842173617,8550519.396941697,2581600.674598288,2457298.615366707,2534448.3289912455
4,8949987.641455846,2175948.324500165,792337.8750151113,849789171226.8373,25849497.905446865,8050257.667048769,26979195.826949697,25337004.938251533,2510645.6884068935,1988380.6443215108,8570769.768506762,8731246.805170171,2631491.1907087015,2532775.2606519014,2594874.7890506173
5,8901543.189199977,1946124.8190976572,815196.7787442366,856602300890.8224,26144569.437038112,8237368.764098508,27729880.16489347,26412085.47590498,2649486.0733555504,1918894.9798394733,8815934.991896082,8664144.762726283,2544992.200339668,2582124.5506696734,2681362.126537924
6,8675890.386946555,1985252.4898849586,867221.1403635334,923738059913.7039,24293807.72494767,7613535.7321316525,25767107.094688635,23941292.253966037,2546228.4431588044,2046481.1530549468,8537045.604193568,9330981.102815801,2518879.760213243,2533594.8649488175,2550648.4182395246
7,7881694.785333418,1911596.152604146,833213.9693659777,851316555928.4154,26991995.56053528,7556606.759174661,26383898.830440752,26858803.807151735,2767061.4898680304,1919057.6096012343,8413523.81260826,8186607.331496201,2423680.003351665,2755845.074732116,2663935.083658603
8,8552283.76167057,1991145.9437273098,929415.4861891875,862024321935.8917,26881789.94778716,8306576.853223149,24743733.196789168,26059899.44757095,2558245.525728636,2066861.7693365165,8714271.149854904,8730529.524694048,2497619.8937877463,2689152.3077709177,2670623.5302741975
9,8692903.438088713,2148287.495408731,879971.406350215,807946946597.1243,24829428.246849716,7869613.635662103,27355735.025031127,27395138.852163393,2602205.5172390393,2054040.2154530156,8635878.806072688,9091365.451662444,2608045.413089348,2788970.8969294573,2543924.972882492
10,8695207.792932857,1979792.6269064588,896717.5667595165,876471759174.7145,25335953.01918908,7575218.109555864,27204476.78656554,24428934.922404572,2577480.829660043,2000674.111677798,8898046.052613484,8538007.778119974,2489643.0387586895,2489893.329511307,2411649.7026103507
11,8989798.703887042,1971415.0545149879,804872.000712532,837626923968.1633,26224005.826881543,7235667.286121499,26537480.982065346,26156324.62415893,2480089.6179915788,2001158.5149946888,8440885.774707083,8061098.947586666,2785268.6762353,2639591.7356240284,2735158.3165339497
12,8570344.296834178,1948128.3920851042,848336.7684248392,822813554165.6998,25438472.63621073,7498954.4718157165,24632439.218011074,25968634.485297542,2684275.260013631,1916640.4788010432,8535403.30850846,8704701.724868584,2774532.2594026797,2587425.156008986,2508579.0107110837
13,8667104.555356488,1967627.286084283,924016.2944025443,846283148816.0165,25246913.718740705,8117064.906389094,24795156.373402726,24917115.5794176,2593779.699179608,1944906.2887072342,8096510.487594655,9063303.216520308,2808672.5422865995,2642513.362013702,2758188.6260751896
14,8594461.267516403,1955506.1531631327,861279.2716467495,872107102077.8925,24748147.65558524,7923352.838728397,25334587.91169747,26594798.50094042,2643768.4325385196,1937825.1989497638,8678087.830537122,8618566.461865088,2462875.5212855525,2406331.4183812235,2524251.7678947635
15,8594096.563455312,1872887.462725627,862388.0632462994,818744666913.2023,26403188.823348854,7580119.401530576,26461359.55908734,26679396.407346677,2660279.5041770483,1927278.5182346986,8439873.801048405,9228671.15744654,2648953.5646861643,2777564.8252626425,2473412.987389289
16,7898162.710144645,2115955.93128753,800801.1895974741,889840081604.8337,25870220.864775795,8306101.864676921,25823394.583320267,26619322.958208244,2730799.1417652015,1902296.7186773869,8229051.237883394,8675827.825020455,2694202.639593831,2646109.9997946266,2641737.0854444103
17,8847817.360089783,2094459.5962597167,895508.8091962988,875013434129.8049,26067543.43619725,7823863.308652661,25108277.94332165,26377891.96148407,2818017.6511517586,1899106.3928478141,8594906.13683711,8499155.664438222,2631946.486077222,2514683.7736779754,2669521.815320469
18,8557922.591206158,2076085.6901318952,843347.4012326294,829350550272.7217,27487156.771333337,7961217.669301619,25742959.78532436,24023048.877189025,2412734.2145584733,1892589.1337825863,8754647.789513154,8241200.313524749,2733485.155325959,2654769.967911081,2512807.383077575
19,9029972.753041267,2131148.3484107153,901921.8601491567,876739355757.5728,25188212.940882042,8009959.876375893,26257304.398245573,26099389.992361203,2514503.4669332555,1993104.6753464695,8405423.961706916,8664369.911842532,2684331.5038440484,2665104.937305766,2496379.854129796
20,8262279.013085143,2109433.467950666,838587.8806001736,878533783707.0901,28294590.57359292,7833129.2077794075,26854006.270800274,27603221.162065133,2505526.474486237,1925164.0189794514,8662099.966545995,8106499.38696895,2676623.194169528,2593752.4309970085,2586137.973942467
21,8062793.632105502,1895436.8507254054,812212.1797448407,869697191812.079,25278253.5458753,7563763.488765923,24236549.50828098,25878938.84618165,2517617.726956743,1827152.173594751,8688898.824476326,8231203.720328163,2614750.174439973,2439108.5413274104,2496569.270285414
22,8599859.917150438,1917870.7676091448,784878.7268230205,834356643332.0577,27767685.34751745,7410651.597547891,26450348.884978354,27797305.316256188,2823133.0570989274,1846022.4931603032,8188084.560442653,8405535.405371383,2622146.9648596155,2693450.6612254907,2635596.2558299615
23,8040396.102726909,2044438.0495655057,883206.5076928226,839134563800.7212,26099936.375051524,7801469.792262297,25209933.32429586,24552776.444793765,2566984.522525856,1995554.5209114398,8710370.607284416,7975500.556426272,2585088.9293293674,2524416.0849413495,2585873.2220053542
24,8246322.134521976,2045951.4940216425,827078.6227200786,921832319898.822,23757388.709334575,7829943.432336234,24320422.561068214,26057701.26687336,2350108.6244286695,2014927.824754449,9050163.474369233,9084176.452354236,2576701.2132549845,2516626.3642540895,2415916.643080751
25,8274871.248461205,1966647.5739448394,825612.4435856711,797286405105.621,25933219.143334214,7441325.981519773,24993687.663631283,25783393.841501903,2753109.542335631,2036394.3870198242,8181428.478847808,8439378.777505608,2556369.774763827,2713686.5600804402,2542782.0937409736
26,8679455.619358309,1932715.3920064429,894490.2076942272,869098364689.2102,25183221.990727518,7855634.457449407,25737274.121357866,24772633.319620952,2685996.56271245,2147413.1223748056,8497552.190012757,8339653.461775157,2639504.2252531247,2625422.142701013,2447390.457901104
27,8211944.732651261,1959090.616024256,886965.7581024754,855685609392.9534,26426391.024556596,7272614.88675441,27033403.183076154,26800713.419762786,2538108.8140219226,2074133.375165447,9127944.928264396,8696527.779044203,2433111.986532505,2787856.4411028633,2479686.86717164
28,8567684.752509823,2065910.0745911228,803885.7154446292,874545954422.898,25727024.872798674,7513321.178905052,26203897.45328477,26607190.106588714,2738488.4943794543,1918669.508515791,8913966.966540612,8733398.70977038,2689645.444778116,2648397.621828224,2483442.803818018
29,8209097.371274402,2152790.711332005,827778.9546936116,837787229300.8857,25902693.237784617,8058103.697872576,24525117.08138543,25015112.67266601,2553317.2024855693,1909426.9522122936,8921792.255067743,8979419.903367706,2382388.490820205,2662038.7864959235,2737242.806813322
30,8358919.290810147,2000330.7822648787,842288.8020882974,880939366305.0085,27529185.03091508,7565294.986346079,25622936.5920067,26894960.40722218,2739906.5880132765,2141639.37037168,9207960.790181864,8882066.02002771,2648695.064637685,2503681.688215326,2493446.5174922906
31,8026031.282017255,2109763.638454145,888249.8970927021,839583615788.8334,27077431.861906227,7420600.353046973,24885331.027234584,26756232.488092255,2572805.986528685,2080253.284172085,9116425.107360963,8598832.92655994,2571169.9602636625,2722541.3954300717,2522603.3399202656
32,8613985.943073513,2022685.7988702916,900885.395310954,894295718357.6433,24857047.564169593,7842051.2134639155,27834684.196000267,24362095.69502606,2564513.1657825853,2012737.4395791215,8546562.670120122,8127120.031864265,2497409.8419003016,2594426.1919850335,2618976.831108926
33,8333911.306482055,2153882.838169662,856285.0154433204,887554641253.9398,26222487.812617518,7601640.645798383,26045933.490887396,24764699.76417604,2415788.986489159,1921608.118009848,8754208.630242638,8024205.759665272,2387883.4531205837,2667498.9468358657,2693498.0293642795
34,8851486.584503321,2127671.5585188926,861490.618580376,858903321205.3156,25739526.735553034,7350467.2108533485,25886228.360618807,24483165.596185718,2640449.187802629,1936474.9617725648,9006980.352635996,8806365.978280306,2578846.194373235,2768488.4205215904,2615756.5633720146
35,8948860.841903698,2102722.873276379,841583.5584303432,844287552216.5814,27164570.803894337,8318471.618784801,25180087.183916546,25769171.133645196,2448188.5106808674,2056280.814673042,9180640.39411434,8699116.013721991,2527044.9242195007,2621576.550279108,2560447.6642302847
36,9386913.28728271,2072504.496452571,910257.2777550541,879012577484.7804,25434283.17502114,7937788.960877857,26108126.595687047,24492909.638605796,2570728.1240306864,1859557.1825367848,8400762.928323057,8652694.991410637,2432714.2086127806,2536382.9127653725,2708337.3287370764
37,8928087.66364345,1955583.9019863233,936977.8924249492,926491115824.9299,24613009.36532427,7830547.465288769,26764937.26967874,24451243.149992533,2460870.0640804847,1929091.5230143056,8365270.26115701,8999591.199316291,2474223.2339462456,2611935.3312368817,2699302.79159985
38,8178277.135397792,1890625.2542175492,900179.4527201675,911497311684.7028,24864633.269109834,8178198.049455264,26218806.930222988,26387269.38199641,2692567.066401023,2092480.1166229083,8578324.386534195,8557079.91275466,2600373.5994178904,2596821.8798274524,2708004.15352602
39,8805129.695168626,1886821.6098082752,780732.2822626927,866278110000.1736,26852635.473599825,7931612.1893966105,26553452.251092613,26714625.230106793,2576450.039913224,2031987.5266497766,8847553.44478232,8587840.860695433,2661032.511336077,2597607.871942781,2740797.2831132985
40,8668323.623880986,2014765.309282157,838083.8611056721,913389054410.2311,25176884.84043773,7734054.91491237,27077580.33420365,25641594.274438508,2447879.741333688,1933139.2557923929,8495209.320607431,8710993.946846481,2529227.192020887,2758499.219204948,2435830.8185279486
41,8238675.026078608,1916999.7129855873,892411.7439566264,799593769839.1448,26966937.85946595,7864132.120150837,27123566.085376333,26240981.100729004,2616692.138144977,2134687.912567954,8720670.984141842,9007273.830595277,2408900.113764714,2572031.642200956,2599590.2505649
42,8384706.771920157,1931551.0911487497,845829.5049714088,852305858564.967,26191660.77773475,8225759.838318526,26980313.810438376,26897382.214538567,2383264.039925468,2144757.454047267,8396465.167007228,8042724.111230814,2544144.7448322265,2583621.568940436,2556763.20870947
43,8186446.535082605,1996676.189773355,883791.7941150774,876540856936.6897,25430669.668309573,7316985.7050582,27633382.902395535,27624310.309555653,2670337.7103091334,1992247.6418307833,8616438.704602696,8966163.18195456,2675064.233471494,2502517.5224289354,2539830.978530041
44,7930197.955509615,1850937.8915826362,798859.7899564432,860158231445.8859,27387924.434618834,7442611.727050438,24269395.07538466,24923207.80891888,2426303.3218713156,2084467.1483943074,8100267.552498539,9185303.782458276,2614007.6879480886,2637188.0266288547,2587807.521499587
45,8488582.809490914,2041791.2925368405,876207.9764094835,876996426995.692,25136881.436426964,8040754.823696372,26665516.651370134,25655094.2358225,2537993.0214741956,1979785.2117202058,8253511.544546536,8225374.3609074,2693060.8322376367,2489649.3055700283,2533377.494204481
46,9296015.745545814,2004045.3037090234,885811.0396433809,847164477149.7223,25421253.429075245,7926605.672800957,25217500.094589844,25535657.274139207,2615002.6308233985,2046105.2960994712,8990204.084734663,8660402.23266871,2737647.5875712843,2813493.255987517,2730368.1981492285
47,9041736.470269106,2034935.9669867684,830340.2901428019,916448944114.7914,26994406.595443767,7934211.667678247,24784094.945450515,25189654.227818757,2436001.225274822,2051263.7407010656,8601455.929508379,8588417.86371821,2827434.8376243683,2480893.386889808,2434369.371844618
48,8230894.433888686,2026432.1573106977,888869.8903120054,844007147571.3013,26515740.19435635,7744142.121593486,25172739.269178774,25934585.230382156,2666271.9908065344,1970679.9163818979,8592054.082922202,9229094.320199823,2427341.5143571356,2523398.7033387437,2641707.0902738986
49,8216545.794590347,2031981.3013587787,891952.1300134883,909093306060.6187,24714556.181809083,7290100.967668466,25942109.131660677,27322019.836007107,2759314.464729946,2007015.3011580785,8331065.326880404,8610417.062921116,2512225.1473894026,2443007.284095365,2575352.2212506607
