,Teslin_DOC / micromolar,Pelly_DOC / micromolar,White+Donjec_DOC/ micromolar,Stewart_DOC / micromolar,Porcupine_DOC / micromolar,Tanana_DOC / micromolar,Koyukuk_DOC / micromolar
0,388.7747336551572,695.1953822221147,638.2869999029085,628.2760645945391,469.9394121330205,327.9192002384137,197.19342441354064
1,378.9988035029755,682.1095843541721,655.3823709643768,647.8646863467893,489.6786690208509,310.2616247763325,199.47118560236078
2,352.42524968171585,726.4468030703729,611.0774011919692,667.6747401277145,499.75334753736854,325.6347116545409,186.86500975338438
3,383.4660639165301,671.7755794318329,666.2942510904046,650.0268869075765,520.6151764579577,325.32112046974703,193.76615874696105
4,390.9491624986799,700.0121097373767,612.047392169763,613.1828784627752,496.7030568788786,323.84279205483125,210.22867844320842
5,416.6377790549865,680.2817573565521,641.6163608604674,666.1927064301029,500.0042803954655,315.57838994156214,188.6509382498632
6,417.84261393859845,674.1714441113296,654.3931455807718,719.4768705453557,528.7320563553626,313.8779790990308,202.35158988429845
7,370.0179206393913,709.8288510203583,645.9351409079777,628.5745111594,513.4008083661964,320.5778465853865,203.28853608760397
8,385.99808320214055,688.7764174935553,679.2783372863632,673.867168109435,486.752426159408,312.4095410181957,194.93596914479036
9,399.200862477893,680.4706109492682,670.2278487097396,647.3712504797967,495.137332383332,314.1239500830686,196.27757588282003
10,409.3143888802191,660.5801475094084,661.4045298226731,714.6849337066711,458.279932683619,307.1880612264377,187.1935064174074
11,405.49213903166094,682.8081472392365,666.2474663829042,618.9182516261503,470.45885913794785,318.30390015104973,181.90939275652858
12,383.09356268218727,678.0281690463793,644.7715333475672,678.136722379458,545.1077601221263,319.57441643720426,206.2743449042069
13,377.5612799342026,668.6209613509736,622.2500516034179,624.3078148408604,533.6813199920255,335.1194017251687,203.0130973311323
14,380.6815140022732,679.7615299030073,618.6345732466331,680.9393265259433,468.41555417202676,319.207907490533,202.73368596756475
15,390.1606406795197,732.42449068253,604.8736547974391,723.3619964950647,471.7295544425198,317.9432664907771,196.69910788125608
16,392.32706632746425,671.1751964689379,657.176295398782,724.5454998426814,489.0729116615864,307.762535254977,187.78308413741092
