,Teslin_DOC / micromolar,Pelly_DOC / micromolar,White+Donjec_DOC/ micromolar,Stewart_DOC / micromolar,Porcupine_DOC / micromolar,Tanana_DOC / micromolar,Koyukuk_DOC / micromolar
0,413.600002089401,706.74856086005,648.9812416641025,657.8821595166918,488.5112055874618,322.3364822569899,189.11899155063054
1,377.05812680941204,690.5306800461875,608.5374064675173,675.8819250905501,483.6574392387042,329.9718383582274,197.6516840934766
2,373.1876507042796,655.8931928597264,635.6188161979766,682.2226900305342,498.25550460735565,296.7592773477807,186.6125958404799
3,374.3053717272959,649.8131685839896,704.2281901148035,687.4167314824698,519.5326966700932,295.3442446514455,193.45879639593073
4,402.63760243946837,643.8966089008449,684.0055133949858,734.9108193068666,461.6512406594214,316.6254473431708,217.18190264928467
5,376.32554807449384,710.001738333375,636.0695046416384,701.7394151335604,510.2121716360197,313.48303328993586,210.17995991451343
6,372.2964544581628,679.1434046694945,619.4726859456741,731.4700491802778,506.7584488770031,306.969046976231,185.69312153685394
7,410.6030274058028,734.944682821688,702.4745921762965,620.415398368095,487.8494266785236,322.63881129033507,208.37369236636607
8,398.59393218809345,672.881978839617,599.8824630465504,717.9803608485723,467.4957837245027,319.9897539501319,210.43337872833203
9,376.09083033228643,666.6933139063896,662.5435970876043,666.3712334812202,533.2942130329042,318.83208143784964,204.74814507944794
10,380.2264359678797,685.3229382714411,657.9056840238754,701.5258810491976,482.54670170551185,313.1813076796514,206.50159565272205
11,408.0609379352081,649.9332880575881,710.5015618996373,671.751232875153,530.0449800982527,307.81128864259597,204.5766125614238
12,384.91597343148544,661.2490164330904,690.4407280700573,656.4715157336421,495.40596975321967,325.24055227559705,193.57683006653227
13,376.00381841061255,686.2273182196981,708.8388446491812,631.0558965308431,520.0751662553402,321.62404884341174,203.1013307345056
14,354.46734682458043,662.5420591674527,663.6496765891669,689.9148072987219,488.79495193349845,346.242636234999,204.8013099854346
15,376.3296323509487,709.1654604740129,636.437716136916,672.2184755738725,477.924932664392,305.24465886133936,204.08548398140982
16,368.4329491210622,698.1082298841046,683.9639042192254,684.5405531284398,492.5069007698708,334.0310965983598,203.18651444723022
17,373.469963968435,718.888184901969,661.7377204265587,648.364105068644,509.3570377662119,288.3981953865127,196.62427530027253
18,414.06556221772234,675.9544066791358,637.4751487022721,677.0754353771148,481.89874423008496,324.01848047364865,208.078097056315
19,388.1627343366751,700.2162550905033,648.3059303060082,662.8829376148931,548.3919568805724,317.456121714535,198.6435944259753
20,390.16083380006063,704.6813343822143,675.3537174587917,645.3193660251179,535.5507948868634,307.456154064912,193.18019741197242
21,366.3337701858956,694.6446075904648,699.1319328521989,675.063422544669,511.5770742635779,340.8157859920139,200.78665506325558
22,417.780887072303,675.7241865388961,674.9914778113978,664.8344859997146,488.06829104355444,299.797773745848,196.183977498043
23,360.9065860204723,646.6328730926498,693.2335379863325,673.9507685173593,518.9077881840535,288.9289544254972,206.15128478353114
24,393.76528600487234,628.7667903034742,631.3788996169582,681.9240743339102,501.4931795320228,310.18578286492067,201.56655005743454
25,373.36047378943056,728.3743384295176,660.2432914240231,650.4242421020685,492.3191591851035,329.1460856345103,206.5561163161248
26,397.59019664133945,725.5661110281543,680.4502213460981,675.0839995883202,479.36433459540694,311.4733476047168,214.39136847979358
27,399.8496610227847,743.8471740563043,648.739135794782,685.2538035957358,512.5933174752026,290.7371147592554,210.5054046032839
28,399.5450394363294,628.8952288295692,628.9355121015659,676.1574218610199,498.07812236881443,314.76338485289335,196.93632751693383
29,402.10350265089585,688.0577335571362,714.033047384885,656.2772182586546,457.90276406583564,319.24659370079974,196.65349206744764
30,371.39046115265126,686.8533303599031,664.4950324660927,719.4714743325916,510.31596859470733,313.4223655858985,189.93859317058593
31,386.9821634268019,669.24257282236,667.2494949445357,681.7497239732838,504.0722447351176,327.92011666703297,204.5545360637733
32,394.09477102000346,698.6139605430576,664.5360153520896,674.8791309673461,487.6147115179666,322.8161699020701,201.63350084914515
33,408.05669738653137,662.5213203931514,650.0413610253119,686.7501678176316,504.9184485452764,339.7230985044878,195.4016372792961
34,374.99745603072813,681.9529217902768,617.3780451932095,664.9873559157915,538.6735010347658,306.9081172818695,200.34053611412278
35,370.71068176427246,665.2285542120799,673.2369535994801,710.4055630334816,494.29125606312545,311.73554089448754,189.7232038038265
36,381.29240123627403,677.7101152412242,649.1584046005722,675.209205300209,540.0354323189576,326.0924070207899,202.19501524514163
37,390.2548885735833,733.2042163600945,672.98823416472,696.6626014496435,531.3061637525418,325.83952719759645,202.82873102933837
38,356.90241480021314,714.7073655443555,681.1473719963385,685.5512910495911,519.6380882578713,333.4132151830904,195.28393810429043
39,386.7717868822784,692.4346486635759,668.4752745368268,654.6794104228604,501.35008825455316,327.4417362869692,204.41269479273646
40,388.2724668847241,681.9455416967033,727.4297755057356,654.1117252583448,501.725062220011,316.56713317474737,192.72234444529707
41,366.8974077475584,683.0955109019204,675.132783268513,720.2620789543379,504.70534886090945,314.642535558902,208.14065850862687
42,376.4742596479602,649.6295285633279,629.2589076271818,707.8104486317173,528.8765750236981,303.52244951959193,198.86931032120694
