,Teslin_DOC / micromolar,Pelly_DOC / micromolar,White+Donjec_DOC/ micromolar,Stewart_DOC / micromolar,Porcupine_DOC / micromolar,Tanana_DOC / micromolar,Koyukuk_DOC / micromolar
0,389.39819420604573,676.6006496653284,638.327700991124,663.8617619794317,501.88848422445324,327.279135577976,194.02971573874387
1,397.0301281859584,690.5825239286868,659.7853853904693,660.3667245150368,544.6139049478571,319.9536297976143,207.20701513205233
2,408.7321087423859,700.4744418062804,684.0578017313835,672.22720831781,522.8437281780192,317.421473837795,209.51351502749296
3,373.24995405020235,677.3646038045375,653.238717611293,724.1312551627458,463.7032610128121,328.3389537540496,191.8917003445999
4,382.01855184531155,665.4526890232961,645.8802082379087,706.7603056121663,528.7667851297235,304.5590427543594,209.06895215449873
5,383.3438588382299,654.3675014108067,688.3054101046317,650.3909414690013,497.1006931194279,299.9114153887807,194.49658107513795
6,393.7378338256649,650.2237211142171,669.1352745411849,671.6317301159943,493.22839020642505,313.1024285343616,199.93446091713747
7,386.44643060944094,712.3913303955917,689.6771229009659,644.3366891320313,511.31755522467455,291.2108881083502,205.8083470523089
8,364.604541615565,642.400981335573,693.3301148789891,663.4074763499169,491.3707006622267,300.5796383243114,187.95320418572132
9,371.5398363474547,665.7596217275943,629.0758965377723,702.277046313639,537.8493387767909,314.9400098126319,197.67436759475956
10,391.02094908426005,688.3128403861518,613.116413883416,678.6693603681781,524.02418824095,315.16133688642964,203.64532984494093
11,377.7105591477534,647.1574363911784,662.2335511962228,637.5243758461031,496.570160469412,298.5345443434787,205.1383088259315
12,370.15940023648443,740.2802166122168,633.4941296606727,671.496021481354,509.90853939659337,332.5607322586723,201.638458651454
13,364.184183630103,680.9081035223902,659.5944175409626,674.6376392190322,489.0168596286831,315.1396381223979,182.5704425228164
14,393.99829496605713,660.4372074971562,641.8247443649728,666.7360617722773,502.16950080268845,289.62463464090615,195.75825509362113
