,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8685116.775198473,2060866.7703969837,835570.098305629,834553271195.4633,26956381.51875365,7928110.021932725,26854292.495704487,26996657.048334103,2607969.4985496257,2146288.449569548,8411401.171202986,8999755.364312958,2801108.218712678,2497036.676557305,2578594.144752215
1,8620437.216624973,2055920.5092904978,802222.98250362,858183296276.8522,25812273.222085312,7992305.764631208,25975862.56564324,26053066.3013349,2598614.4900449403,2084460.559938757,8656704.69179819,8634239.976472985,2436151.9960157527,2700232.3358373838,2720262.8203087593
2,8815169.859857233,1876751.9312571534,869767.279384175,896227393602.2161,27787558.750046205,7756998.060161461,27127614.061941653,26282058.495934416,2679545.511814873,1909653.2225357643,8205438.425624631,8580230.789850617,2550762.8034481118,2732131.311044328,2745440.558423472
3,9459085.2115425,1922087.0245593088,894381.4033573724,897189353347.906,25623802.09763572,7132361.642040634,25121688.006042283,26862158.415874116,2503674.961884553,2103137.152733964,9067191.66281944,8258600.958352942,2750411.3837037883,2447018.5721136867,2442654.048386203
4,9135338.75238482,2053868.457937899,837680.8007958092,815945104358.9813,24944900.7604598,7357161.54505872,24721110.984398708,25506430.568787336,2639159.1418351387,1976369.4444892358,8519285.410004526,8866274.67428962,2616541.386016379,2639293.7992695495,2548441.518271343
5,8295285.19562943,1963413.7180588895,930441.1646046265,866558310955.9586,24101537.55049144,7565774.934388693,24374144.322378274,27348734.956857726,2421694.759307062,1935211.1731035018,8363578.4955303585,8928000.255094718,2620396.4395105587,2713355.668505278,2403546.2360728052
6,8698462.161942797,1984036.4980881629,822642.217218415,868201297085.6028,28324366.775545277,8306057.447679771,26191941.40291605,26419387.636614017,2702182.507500145,1995186.4577646153,8038417.284936959,9072747.475970883,2447894.4678777037,2654480.0496572405,2659577.713055453
7,8581610.51299896,2020207.29564467,874388.0528361873,847374802953.6664,26600181.748111695,7253425.26119257,26511312.951117795,26368084.554134186,2751871.927469392,2114334.6824963894,8295324.307658764,7917848.836846627,2605131.506906395,2710897.911942093,2650606.702291888
8,8474140.875268932,2028864.0784517997,890026.4362489706,814794962609.0177,24081343.988841332,8146747.235601029,24563968.59492167,27123290.143337894,2694992.1288385666,2016287.2397935353,9176652.531960595,8175155.2152191,2514687.550149336,2529283.276909527,2528872.488503218
9,8524747.511192288,1824410.0285527452,818909.2123912392,877678007438.9243,26089468.963820476,7896002.648562289,25419932.23541578,26159262.138590816,2587525.0591978496,2100509.0634000665,8706535.551422235,8857778.849848611,2702877.611102838,2617463.0682077273,2657810.337493367
