,Teslin_DOC / micromolar,Pelly_DOC / micromolar,White+Donjec_DOC/ micromolar,Stewart_DOC / micromolar,Porcupine_DOC / micromolar,Tanana_DOC / micromolar,Koyukuk_DOC / micromolar
0,382.8439778355729,671.5171495329838,665.2169141414937,733.7925597666646,493.2932318978588,307.2280919373394,202.87555943548858
1,376.8865608211275,709.5593524770436,677.7836961400346,695.2930007591947,549.3262890090537,309.66610578323605,189.11317494307323
2,392.9448973155567,653.64070305057,660.8835080174002,639.9246226888704,504.63044189540096,310.67974770004884,196.72262361010948
3,377.76250946365013,673.7797719166487,636.088707889647,685.5970635850578,516.9088326816019,337.994880859794,188.31513547707414
4,373.25780338977916,636.1924516764217,656.0149694582041,640.0782579083261,501.6598779718887,338.100152728033,192.08336246857385
5,394.8688512735194,709.605871280194,651.7930024814186,695.1354474281857,487.48743406362973,318.8038979259216,202.23471342578947
6,378.3485222592164,697.6138751788327,638.0824381482478,727.6842994672338,517.7372406494973,316.0573221236149,184.19652459213896
7,392.1141476267815,716.8215530654459,661.3940462507067,683.0355609408186,538.7047824598661,328.05730554363726,213.06117452859823
8,403.84198980863835,649.0772989332685,660.7783088809645,671.5349702069157,498.0493899735677,326.97688295515235,206.3101713127782
9,394.69613656212107,677.4062500158941,701.4222735635833,646.7249001334936,512.99487983599,299.18088754332666,203.9806451579489
10,398.9058771884895,734.0240102275911,682.5426393599976,651.7538443221312,474.1347927769495,318.26552527409086,200.76403129777293
11,380.58637096512865,690.1641576353511,681.8188411986491,670.1700518387859,514.1019579295402,315.12378753192417,200.56342754262022
12,407.36307668649584,660.1194043153521,632.3858470660451,702.05775300161,470.4351728671316,290.3324589107837,188.26372124337578
13,402.9915565169461,656.6952397843129,669.9134611176917,658.6690071530643,495.53429099045474,314.2009871790976,188.0202392343808
14,402.93876153331513,665.2665740779828,651.4811594182726,664.6383026833729,466.6693517471728,292.16315890234193,191.97261495077328
15,391.1879895641604,692.1370801938526,656.2692677209441,695.7097222894649,496.3313295706776,317.4941592520517,191.3679403078916
16,391.84410568726435,664.98929497085,657.2781612250282,667.055799373039,536.5928223761337,316.48906838148025,195.29397121604305
17,361.4349151872854,668.2981130773201,637.617215239363,657.0722519678899,507.983858224194,324.19262931329513,191.73851355154974
18,384.88773487613764,706.3403864045356,711.8804201594172,667.3282434141217,514.0069841884376,321.1259240889874,190.47363569606927
19,416.37399397366727,644.8986493462183,668.8756409331597,670.0417000629104,479.490642687147,306.39274973333903,201.3134004411463
