,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8603449.628098529,2083565.492813955,933054.5467176016,828513047001.2068,24818921.495773528,7354550.495740103,25423509.581241973,25422584.743150193,2610577.293969675,1878439.0289155766,8996218.255744182,8669072.010729417,2687098.507844873,2650103.4759565056,2570786.6718691867
1,8398793.892404258,2054700.561755363,875321.0514180562,854983200903.9082,26729220.654072907,8382967.067627915,25154940.92103828,26836258.505153127,2701937.061905266,1833629.6377009214,8903164.841150327,8776629.215542987,2673186.515224418,2550053.0734674893,2341824.562844685
2,8578026.816356948,1937514.1335532027,911985.0810797263,894058014935.4615,24908035.262906384,7837529.68645666,27153569.809005514,25382091.62421332,2589180.3493980006,1857007.9490679868,7930700.767112079,8879995.953362824,2435775.8907910073,2597054.1154188616,2774190.0153967724
3,9310798.666078366,2016434.4171015858,900998.0885397282,812205649848.6552,25691181.11647959,7892082.060883542,25745367.830910396,28132798.868706748,2397908.1787246675,1987729.2992538486,8665232.903220836,8533924.617155252,2700394.2963261334,2618204.7916894704,2785927.827461161
4,9431286.32409657,2039987.5508595419,906590.2462808555,886806120655.636,27535221.769812863,7345559.979956201,24679652.427701183,26017248.7217192,2564669.7246770593,1948342.7785769254,8156842.353516884,8919386.712940404,2360915.660183726,2591646.837545026,2597223.5518728592
5,8441739.372338474,1978682.584248133,858784.7908438655,857083545158.6151,24713421.544228114,7890741.295570194,27224169.529038064,25418657.468517605,2586760.3440073305,1895698.754902045,8706628.48968702,8637472.03944051,2656656.8321628305,2590967.248181616,2577181.2069711573
6,9177962.348138858,2139658.7283735476,822596.1889302687,848274595280.0997,26667140.58803793,7614697.426716616,28353972.63118111,27938164.12624555,2625044.117355872,1983544.4077789132,8603845.15025426,8434739.159798123,2597440.8827426196,2573723.9039210263,2577161.579559892
7,8179704.703710453,1956062.0667662765,892451.2040415433,853605277270.5046,25861836.33202929,7829142.741737868,25781300.977548182,25383197.690148078,2382669.41585778,1979263.7824143833,8657510.485536313,9130576.4564352,2465444.4214383545,2634160.8347188295,2643772.3006380494
8,8773882.696201844,1959102.503982544,871946.114827399,901992156692.8551,26918800.719719592,7242777.464932334,27115736.797040798,25745262.9805873,2614584.455029678,1973844.2194176745,8377806.549021644,8437471.000584306,2532219.9902776117,2654732.3578846874,2745927.819909917
9,8522611.111244487,2044316.3510356578,809183.9423033004,855765177376.1708,27480587.968188055,8012136.806000075,25890593.630863756,26062047.754140973,2712711.2196983243,2082919.923882714,8471167.754010713,9048335.291883053,2603463.192499506,2519487.754686329,2731071.499526046
10,9013822.613429995,1980720.4933073465,894467.7291749064,845120925208.1296,25775428.600211877,7837324.832794811,25836103.43038743,27019649.64359978,2532990.7368422085,2094454.886824422,8962054.452168655,8462244.60489348,2528811.7724753474,2662224.633376726,2754732.3630985594
11,8620636.679231325,1975849.5109557726,866967.0422685022,865029151183.5155,24843223.77387779,7469707.507766931,25093797.875796396,26978697.37649746,2529860.2438202226,1935279.1114729457,8417386.031634744,9072961.26399365,2677047.295609984,2770508.519810811,2774959.480419854
12,8888619.07792383,1944722.5893600597,921501.5597139245,897702798913.0254,26942416.12930587,7768959.702864665,24538757.489220306,24913405.867729846,2478485.2711343807,1967688.6684507101,8229788.797246867,8438953.620729214,2585683.1264095097,2427203.9710596176,2637554.9735917114
13,8180698.95759819,1940005.6643211688,920763.1984182321,875742608836.9614,24907616.41662935,8226583.794106498,26582814.49837491,23934870.688497234,2705116.6656762054,2108476.5082274517,8655266.342552459,8873403.906033268,2756366.5171804335,2597125.5466893124,2660137.679125593
14,8226813.9421336595,1999292.2095142948,817010.6905749822,823997866447.4146,25466059.735568866,7611315.191313172,27297656.130336173,26085983.99340627,2628481.4449270503,1974415.2807196875,8215897.152317252,8128563.802764434,2464183.938417068,2769396.3166305954,2671493.7428264967
15,8602099.931254784,2015734.1375893408,924236.2376954264,927047070537.1962,25682994.150078423,7937936.633378334,26506329.15498434,26342452.12085719,2548874.734425454,2006016.605730588,8171475.038172258,9248703.822749555,2491528.6607972234,2506358.1356949043,2545860.3869282296
16,8250573.836901957,2000057.6250220228,829065.5530839687,844665693832.121,26152450.0324809,8251301.396326112,25760769.058775038,26682667.99914878,2375921.27068921,1989337.2846772543,8614216.897396399,8844330.57445773,2431265.101835074,2665294.060301406,2598986.73169901
17,9064220.102563266,1872385.248280753,843506.6887607127,909758491915.8967,26773974.703753214,7834424.639176231,25768215.19122575,24114345.075778794,2378455.653355525,2055267.0040050442,9088950.138615055,8706355.603244869,2690364.070183868,2587800.005284944,2635891.6777038574
18,8597678.211470563,1985400.1591262838,895696.6644607256,808410240800.4655,26643378.07402772,7902508.035108478,26646268.382711884,25552557.955534734,2550512.333785413,1988537.6504464187,8631628.601655843,8618983.539592255,2514807.06060782,2727431.3039016984,2574558.7597637884
19,8694696.627298392,1907030.9850371813,795992.0701067133,825839986536.1185,27019714.671009526,7958754.0115706455,25647083.793560416,24851128.89607937,2485257.2057370897,2062015.0745249032,8323958.487544297,8283404.6163248,2624596.8127029133,2592883.6268334556,2478178.7822788744
20,8866393.77926611,2073450.02241772,859046.9288340497,860301761311.0173,26946288.58947022,7778881.42982139,24488456.77782813,26337248.967319556,2762612.0221649813,2119278.9872030052,7925748.074662712,8491694.31632454,2598473.7091987035,2673524.0902418466,2695715.187711182
21,8850266.344352549,1981872.2018108398,896727.3400888132,850539951768.6896,23734654.930355273,7519991.403984253,25510888.529101443,26256883.73297692,2490141.5040193032,2181893.2715501585,8325532.814583907,8670361.070356531,2713930.9517517034,2468398.363068167,2762810.366701471
22,8557447.486674981,2003872.9365201218,857191.6303043,824669720368.7087,25680460.735997193,7359535.235816726,27195579.01753166,26169360.400882687,2600580.871029953,2102257.3633333263,8188165.016468571,8080075.470832098,2628118.7318290826,2702073.0136089353,2500132.8691419396
23,8995445.230703242,1997467.0684579553,918446.3164738377,895234780211.7115,24477331.41620897,8151969.651257479,25697180.726156034,26004538.408584576,2518929.79160367,1948422.6410217304,8673226.894911403,8126266.402696851,2529988.8975066477,2729161.4818714014,2595565.3714368585
24,8314748.017397771,1990913.5835206576,912888.0463873436,940543635152.8567,25402119.22764538,7616019.88906282,25750777.888721004,27053569.647767797,2401895.2061266624,1822169.6145665788,8967471.921303323,8554469.027508935,2508563.16470633,2567477.30031524,2584836.2322611255
25,8813868.17039359,2026394.8856492406,908965.9476111677,895437909243.044,25331652.977951758,7906002.479093151,25886460.512763053,25123232.374052506,2542643.7561218706,2101758.041264149,8273442.725166028,8884919.458547844,2603328.960673519,2581265.7194239167,2715028.1105231256
26,9108627.707595814,1963149.473151475,914223.2961780125,859765282625.3928,24463555.05901945,7382758.9057968855,26690082.46160299,25109800.72335454,2630798.6341640945,1953783.2525929664,8839742.650644392,8767045.19688639,2626493.5522747594,2589478.0292009083,2698672.4967535567
27,8274001.064579814,1984941.9368426409,863316.7370517873,788058544672.0991,23749464.499727283,8180622.568870375,27138023.36036597,25987866.14930337,2596121.101074737,1979210.3635385607,8227833.1051445445,8013430.163320798,2411431.938032325,2611900.0056881174,2750537.3119729785
28,8971342.40377162,2029875.2313273714,817699.0851760607,936450777015.1943,27287943.799115445,7904072.9534122385,25464515.277748205,27653770.319252796,2669916.1676876247,2069509.2622207673,8351012.658627781,8066150.538347635,2401637.9308504947,2510724.4283262445,2770055.7771039787
29,8558378.294545759,1965890.5820386428,823932.2830116227,803931730857.7832,28239753.996972635,7981106.349834902,25766322.417263374,24544002.497720376,2468189.034095832,1960684.7495130391,8186436.47351153,9004558.581852727,2648534.1835700334,2651543.8577705277,2703037.9939901317
30,8903456.163008492,1964423.038939331,855145.2842439804,806487976168.7963,25544508.75175815,7992532.670167539,24582039.792608235,24724304.68808252,2575460.7246624143,2165477.54411304,9063586.184822595,8808531.089667425,2345699.9479668196,2621005.7528115637,2561468.0167625714
31,8269118.663225271,1984419.4614480152,843288.3216929985,836446126214.1183,25711426.51620856,8326733.05178904,24543856.68609635,25006985.50389003,2781971.1890213965,2056875.2970192959,8615970.43622364,8738666.516465448,2597178.3868659977,2431340.0863185124,2594149.533253002
32,8626344.96505182,2021439.5550722186,889919.8838292581,799799102886.7725,25961249.898237478,7779191.104757341,25373263.37664052,24999113.34179073,2614822.644755404,2182357.8442076533,9033165.731494447,9147301.524224335,2727947.3125183973,2732829.8013806213,2746562.1304771905
33,9284173.513194166,2057076.2638981363,940526.9314811667,838853090878.284,25898180.10566446,7909626.9266673885,25051938.812220242,24764050.78814913,2717476.6883395286,1988479.1343215047,8409910.28706952,8694099.178877627,2718267.0003247014,2472435.5575247123,2442355.3715526676
34,8448978.584056655,1920743.127359374,861026.6352904806,928071724316.7335,26967496.61421481,8562292.93129538,25939468.70263519,25245506.491187237,2460574.53181842,1852976.8119934907,8762753.20135512,9049501.286784733,2517636.106644956,2779452.4858928863,2541335.5646745088
35,8884479.552485883,1828964.4314181241,870385.639714372,839069375584.4022,23701083.241704434,8294717.432078398,25292731.137490567,25382633.63858137,2747153.3511582576,1998873.2015984415,9435685.204200834,9163101.28099415,2690076.817032522,2493578.0648562084,2755569.7402980193
36,8772702.709811298,1978095.3597711741,917915.6541256316,830289477222.9622,24683937.743996233,7654250.918276988,26748125.391969908,24682859.266632725,2546416.5309793707,2028964.510584136,8686398.888919286,8196007.005833537,2371681.7516622017,2683215.395084032,2601319.2304795985
37,9140733.8422425,2054862.5486702647,908419.7223921211,841282735821.0613,24680746.629472107,7358332.765846052,26054486.646989577,26131976.534601137,2533498.962221472,1823190.1534656323,8007091.1025531385,8218374.263379347,2516688.677121694,2405586.301461361,2506126.791703676
38,8488265.524801917,1904608.0322704825,831832.567934739,799280844207.633,27289588.870531805,8440585.66218729,27603534.56336182,24514921.605521075,2658267.7365661324,1879830.9298061128,8438682.633854337,8610546.744655875,2550094.4308728846,2717573.7614621,2539673.0439377674
39,8857695.217092454,2082386.1670043583,796506.0483032899,904818097305.5148,27597108.489575807,7921628.179477187,26269012.64565927,26011242.446843684,2430527.797271437,2067216.8918957585,9028648.252329744,8535830.468657484,2793657.4904738516,2479146.3492866955,2662903.5562659767
40,8380431.667536711,1986077.0337532344,884669.6799650332,863012382705.0844,26541053.11136369,7180036.364774372,24874554.785798628,24141597.54892994,2527481.646124225,1980045.9705909407,8596335.164785676,9195808.393307813,2708617.148889614,2734379.9863058734,2632955.2475088215
41,8747323.452611374,2032456.5399306593,875115.9358472773,820096747990.3253,23808028.207065124,7809787.035722,25319372.135811,26420623.212095287,2538178.7629579706,2117692.715611179,9089926.99320948,8634248.381616075,2758931.875115903,2778662.0683469744,2602230.704619595
42,8380206.344291611,1911971.0538934825,850504.38859673,799776860988.5863,25698489.724298257,8416475.905194024,27404263.080647547,24262542.037265953,2557539.4057317497,1887504.1869007624,8740069.281019038,8078551.42393169,2563664.395883298,2506436.3847000347,2510093.295143357
43,8511836.130846266,1977936.020726382,875582.8833999898,908361610816.9198,25975364.630302276,7321212.028631969,26384761.64371053,23919206.116830215,2612262.1754933996,1842647.5759077454,8285476.2015842665,7935067.317754548,2571005.9636860276,2454228.4039123966,2744499.937383566
44,8157803.779990677,1843747.5258450746,873985.0244797443,883242870277.6678,24986880.79824925,7971898.250710051,25653822.97531716,26759747.917219304,2732087.905943333,1879307.3785221528,7864948.060318573,8031967.950808653,2720700.383851356,2533577.2049275674,2662623.812650978
45,8522411.58845786,1906156.0132229496,868176.4849938148,891756635586.3959,26796260.216563463,7854084.354254798,25998133.49567993,24879857.285018172,2776282.648951079,2025627.2392798054,8686980.084094616,7925592.615668138,2721521.072507152,2694617.9934174824,2623373.4632849735
46,9202731.818054317,1894608.9078624935,880405.3869036811,821573497086.374,25215425.7318316,8105225.215506553,27421323.75666396,24999593.29334883,2746260.7120057084,1870401.5455639218,9196118.355318502,8505143.62286788,2442288.7009634883,2592581.222431102,2578971.464607566
47,8868212.026382126,1854213.8566374625,799636.8483561681,865894546675.0944,27616496.64604999,7960158.008159551,24683840.62524598,24151615.060058597,2610317.73107343,1986000.6651713052,8747713.502347304,9324464.06157498,2619418.0086293304,2417289.3941837805,2353546.338488506
48,9292315.615473522,2116478.0092071174,851556.1731765897,848492104182.4028,24389562.383144394,8058977.658965585,25504970.16949133,26889283.102682374,2587455.0191585943,2006168.6856329716,8736910.91651852,8701376.951087313,2620011.980796764,2433093.170254081,2448435.663410441
49,8365899.982324037,2036755.3326474125,916874.7939398807,859077668594.8134,25270062.09549866,8245991.768756967,26614820.306079343,26453769.912102245,2760623.3678192864,1992277.799001163,9004515.430363035,8363851.364816323,2483175.5415748986,2651106.3495731535,2478639.6018898576
50,8462348.09965236,1987454.499761321,839370.8184155269,890406537175.8633,26108886.02737885,7740450.181950759,25725449.745676752,24690043.234061934,2526237.6416266873,1958148.5231321873,8573975.898007642,8442297.81159897,2548157.687338031,2440055.163359072,2553226.5470279516
51,8860505.48437681,1942920.0059947367,851884.6137916031,814382094958.8096,26612593.839451198,7610862.115898914,24700178.319545977,27682018.230015665,2809502.658220303,1886954.524839655,8589518.642866623,9022657.754999496,2419995.8972951914,2554950.362081058,2412366.326710123
52,8124967.802187759,1984750.730834749,853117.7830597664,862798532507.3296,26941629.328673497,8478392.573059209,27100282.611489706,25474571.403304163,2426762.060599248,1906971.1936413578,8663294.915026985,8443697.133426959,2606726.096557509,2573939.302569245,2716662.0584164285
53,8484300.610511152,1989315.027078317,833022.6927146016,846551525248.4198,25810649.432688646,8042763.57693052,26142962.13748446,24244189.348556206,2646789.4240224613,1935631.6575577303,8952032.688938553,8239475.94756045,2620123.684395928,2500299.671724051,2763835.9276476316
54,8917048.891137233,1976852.6766276257,883508.4705159543,837440253602.5305,24697828.971981693,8283721.624213036,25385031.851746757,24938006.741339076,2567879.300927825,1965174.4223001818,9180125.158211796,7962835.114155581,2714718.1282561896,2531106.200176028,2476387.041249579
55,8846716.109706225,1998581.778510075,947786.6221448303,895166950097.1475,24528505.616812363,7479057.54042302,27861280.52923903,25614282.16760481,2560643.833105752,1963702.7262298171,8683360.162474452,8464453.77509721,2653980.4533095155,2746350.1190451942,2682823.3328024307
56,8853011.413449459,1992300.1241968363,868159.0067148827,886556113780.3284,26373329.220263265,8001054.705039592,24911056.34164523,24643567.68469498,2717568.8330648663,1909121.789129556,8012297.277939059,8522796.12830126,2588292.2146257185,2573064.9738238957,2384813.145319978
57,9164161.886976723,1873769.3473803997,897320.8551136391,904238341569.6614,26033509.84563968,7696552.244660438,26600080.495445833,24734388.490728673,2544001.023985516,1944007.0797878155,9010166.41287806,8498257.085284622,2543967.6530711944,2585758.8390077837,2754287.655958906
58,8353752.273324817,1954790.6636951151,852237.2804389021,877553835157.4133,25740540.830366418,7773905.226367517,25560894.454294764,26419972.641440313,2718463.460294225,1956386.6783990762,8161161.245621835,7892193.022389289,2448490.303352395,2731220.221880791,2695893.473344602
59,8827660.36020658,2074936.874728232,797321.0497089005,910055341887.6799,26204250.590703607,8239801.042712767,25962606.1915647,25822433.005698483,2673091.658111905,1981432.1561199506,9317091.97399283,8900623.902613238,2592382.403134108,2409182.025530216,2627395.090900067
60,8195107.158449573,2018869.453934089,856508.9319848202,828384574972.5972,24510885.759724125,7519926.981700328,25822734.905081805,27753531.79760424,2625464.6361609004,1986530.7457423538,8490483.927896177,8263206.614533377,2398836.7004224593,2507559.7783214315,2371894.469534581
61,8915558.946242526,1943561.945098307,907461.2079273124,791133027668.568,26937357.011162803,7900734.939355744,25693717.46888708,26479640.64837022,2590727.5270524803,2116232.8105765088,8930078.554446453,8557358.750624258,2484073.55106233,2408475.1998124034,2463547.104344923
62,9248562.855079615,2086274.6373361845,861923.8218240014,812849872164.9578,25606245.695881084,8211020.301987236,26089814.47167047,25015282.29739332,2705935.872639955,1975597.8053270378,8405686.528821703,8272603.055824994,2557652.5420136726,2593429.7389554167,2676542.572443447
63,8538787.443211628,2102802.0490536117,876177.6245884713,848452944440.505,25815702.317925993,7741533.452245436,26134478.989505704,24670492.77741003,2590892.9275907986,1957816.548000754,8737096.363970956,7827725.851988398,2758674.213786106,2480474.052342956,2671028.669165057
64,9025987.787437538,2102063.5397172966,839821.1865759083,852893608224.1663,26063884.858441696,8374682.367339161,27238760.471369088,26633623.458742496,2639642.6338453745,2015113.3844717261,8871709.347655227,8983254.491448164,2629748.0819341047,2663343.1984039266,2778558.406863507
65,8475030.34828086,1954657.0289309067,913509.5751840952,893399258921.5146,24761560.587385193,7339388.267591285,25948301.590248153,27266938.234987088,2439519.81421125,1987354.1219200832,9144492.664156392,8177586.648315214,2736102.8309530145,2687399.1278754156,2555542.726716233
66,8101255.171030533,1959870.6161243045,879276.864851198,838742786693.8252,26230044.210134316,8141282.620115902,24949847.271152936,26536344.258593414,2451403.571022161,2083469.6870501922,8813687.901153257,8532416.115812331,2554688.444270926,2644237.859257563,2593379.010761892
67,8534830.80302438,1975795.345494796,802911.5957909501,790979813625.5554,25342149.84835763,7871668.231197365,26693632.057483543,27713614.52469355,2373989.6300117075,1963861.603386827,8107874.713307412,8627519.232889801,2617244.4035453154,2411004.178157609,2660060.1230356293
68,8717292.452007601,1998458.9689780974,868983.8516485292,892728313039.5059,26777703.433009896,7356696.839087184,26036452.824171346,26143509.511074122,2585387.883955619,1877629.6049300707,8221887.689020131,8757362.554805465,2485524.1186766773,2418491.848455164,2645339.939591381
69,8601018.2112166,1889925.2150343652,876217.8552929756,875462935511.5164,25846725.88548085,7686928.143374652,25459445.25044217,26658038.558404095,2812674.4162974977,1831391.1660701933,8792559.43101997,8524914.071279824,2523029.150159874,2643520.924605793,2548221.9871769645
70,8705534.633709166,2076211.598475741,941609.3292095951,891391498827.7373,25788941.13318952,7975145.3865175275,25357352.659225486,24001200.338299844,2703351.166565875,2021562.119668087,8978829.242806168,8433356.650185315,2604863.3296356075,2569854.7490696306,2624968.7204937115
71,8661885.069461806,2117077.828725646,885832.3465860197,835723841877.6052,25867957.280409954,7563639.189004945,26715768.332764402,25237729.520716835,2476605.3808604763,2122745.086971812,8018119.303796516,8500159.195386104,2690924.00062683,2482760.942700627,2714568.0823283372
72,8523486.77543371,1958773.5482701226,920714.5645717592,845189779376.3911,26890460.86731079,8524024.600293526,26577685.10093229,25530147.01713507,2799085.495101965,1931345.6973119574,8664457.074030306,8624492.021522993,2573160.7142633963,2653146.377211739,2602029.835201156
73,8804046.419597097,2089350.569221504,840304.6450722927,830827672475.0824,24530595.86432089,7939827.572559666,27971571.648826152,25665475.943986483,2705052.825588226,1868642.3321542866,8266440.1716333795,8123874.209443354,2722426.5647216425,2455559.018622727,2655009.5398287894
74,8673299.901940277,1974854.795339836,841232.0425246933,806240597495.5306,27422497.18095035,7657624.6576017365,27288606.881842338,25929675.82480961,2760840.8402370354,2074321.3277551904,8560544.365277607,8386290.340982071,2534171.3628015425,2723397.5391339096,2553112.8091542246
75,8630158.36996577,1940060.927063238,888994.700726301,813843693093.809,26934527.01755074,7978312.524735217,26002291.936669666,26956490.005075235,2579029.611952651,1905506.1446198518,8867070.354735583,8655626.288098432,2555651.5938585433,2707434.8432943774,2667224.74120589
