Teslin_V1_ms_1,Pelly_V1_ms_1,White_Donjec_V1_ms_1,Stewart_V1_ms_1,Porcupine_V1_ms_1,Tanana_V1_ms_1,Koyukuk_V1_ms_1,Yukon_V8_ms_1,Yukon_Flowtime_days,Pelly_Df,White+Donjec_Df,Stewart_Df,Porcupine_Df,Tanana_Df,Koyukuk_Df,Protein_turnovertime_seconds,Polypeptide_turnovertime_seconds,Amino_acid_turnovertime_seconds,Heteroploycondensate(HPC)_turnovertime_seconds,Polysaccharides_turnovertime_seconds,Oligosaccharides_turnovertime_seconds,Humic_acid_turnovertime_seconds,Monosaccharides_turnovertime_seconds,Inorganic_carbon_turnovertime_seconds,Lipids_turnovertime_seconds,Pigments_turnovertime_seconds,Porphyrin_turnovertime_seconds,V-Phenol_turnovertime_seconds,S-Phenol_turnovertime_seconds,C-Phenol_turnovertime_seconds,Protein_fraction,Heteroploycondensate(HPC)_fraction,Polysaccharides_fraction,Lipids_fraction,Pigments_fraction,V-Phenol_fraction,S-Phenol_fraction,C-Phenol_fraction,Teslin_DOC_micromolar,Pelly_DOC_micromolar,White_Donjec_DOC_micromolar,Stewart_DOC_micromolar,Porcupine_DOC_micromolar,Tanana_DOC_micromolar,Koyukuk_DOC_micromolar
0.5769942021453873,0.7337862333352558,0.5062150098962004,0.5251185950835194,0.7206668414057377,0.8581344667349853,0.7785264927363477,0.8519193487075643,46.06481481481481,0.2851509258373986,0.06386618976383401,0.16901246199136336,0.09533416496671109,0.1770547725213069,0.055332414549329696,8438886.92948397,1992287.7707478607,870431.232342859,863180616437.8068,26423239.472190805,7413874.497994066,28184784.00909765,25537668.7598266,2669989.333594011,2065962.9285311908,8845910.032892708,8103529.897539852,2561882.288527093,2624512.4299678965,2487736.721625147,0.07306326464633717,0.7574050030192291,0.07306326464633717,0.07306326464633717,0.014553251901099679,0.0014553251901099679,0.0029106503802199357,0.004365975570329904,376.3893263317593,681.6127691392948,623.9916234650975,726.1811867104269,514.0318712741674,319.8974050383284,193.13311445323205
0.5425392660093626,0.6834388034135129,0.4838588274577324,0.5201503190438467,0.7181297744229468,0.9439260359471254,0.7693376188223315,0.8560857058796342,45.94907407407407,0.294660964573918,0.06259020353643938,0.18136027731253568,0.09127948028518866,0.17858129710791387,0.06409788616613518,8889746.703041457,1922741.4906217477,881420.2033131446,862963305442.5958,24970016.50950627,7148780.2064708425,25043553.089038525,26377855.034986753,2406813.3974840995,2028094.437393678,8363441.419430176,8623785.838015698,2405603.286265478,2528251.781302568,2525679.0968159228,0.05152331861577764,0.8288896043986957,0.05152331861577764,0.05152331861577764,0.010262774846232132,0.0010262774846232132,0.0020525549692464264,0.00307883245386964,366.04267573546383,708.1988110621342,690.4572593217806,675.0299694961059,531.0970118288527,319.3006979245463,212.0360871664566
0.5498397222510955,0.710910159354525,0.507963380172376,0.5388605940753111,0.7428115003051583,0.9102488619940996,0.6963129564532938,0.927501496902803,43.28703703703704,0.2768304395507687,0.06507156267641917,0.16522183447550487,0.08922156847946605,0.18370489509357082,0.05917039158344096,8905907.560995722,2039784.7561011415,836856.1378292005,886619620890.8875,26303638.511135247,7894194.78067956,26189902.00272244,24831103.130116347,2673406.24140759,1975559.2386111175,8349614.5137158735,8541062.477673786,2463532.271431882,2625628.935842618,2469008.6346214516,0.05072143848525374,0.8315508033359303,0.05072143848525374,0.05072143848525374,0.010103050755192819,0.0010103050755192818,0.0020206101510385635,0.0030309152265578457,398.8832682958519,673.4721247142364,636.5894955934726,616.0321047356413,472.30002186999076,309.9502531891908,205.74388009928006
0.5633893621418948,0.7713912683375934,0.523413382452679,0.5895190388413399,0.7036803555623,0.9904484744238025,0.6867486251533582,0.8977162322199592,44.21296296296296,0.2862182762340335,0.06958889902754649,0.16296481091359066,0.08355327695573395,0.18630605809507997,0.05926991519666966,8610766.637897065,2001491.6432538931,882825.2478794586,879003937722.9003,26290083.91120686,8194571.214413427,24697770.02732894,26511517.20272057,2590196.182818941,1965482.1037292748,9069470.937875554,8618249.459813928,2479599.2294528717,2371312.517242032,2430514.320803585,0.03494004009224144,0.8839245173524151,0.03494004009224144,0.03494004009224144,0.00695960148178793,0.000695960148178793,0.001391920296357586,0.0020878804445363794,388.6345687365946,682.7579498522647,678.6244955858324,644.9606590126739,491.14148755673193,329.482626285686,185.2005367379497
0.5544572132716691,0.7732992199282326,0.49940709328089283,0.591109419622998,0.740832949386502,0.922381909798757,0.7280332356179787,0.884930259668219,44.675925925925924,0.28083860737467287,0.06609973026190805,0.1735508802010915,0.08971732817213517,0.1796535407135036,0.05814310354529884,8759091.805403199,2026565.6816501522,838862.2736294356,816802642854.8519,28043556.87467222,7887755.253129526,26156034.54295572,25606107.106732845,2625024.2127117016,1906692.0351311583,8788435.86662757,9124439.673025537,2608116.6308624945,2412368.6248541805,2677816.579455049,0.046351492163407206,0.8460533406414406,0.046351492163407206,0.046351492163407206,0.009232614292711192,0.0009232614292711192,0.0018465228585422384,0.0027697842878133577,391.26338530952717,671.395030192768,644.009005747914,674.7560596966841,525.1143549496944,308.8714489919214,191.23991803123087
0.5390306601060032,0.7160033178482923,0.5508651693821899,0.5608947578355378,0.7299351058771932,0.9179380507026975,0.7196378565403453,0.9189437934726651,43.51851851851852,0.26393387199043655,0.05870055251980969,0.16709386963810227,0.08410733098527666,0.1867965398858713,0.0586662721951646,8843303.817648463,1864550.2750043957,918977.8195074551,917331651367.7324,24816131.822301347,8022550.219284378,27417412.35010547,25737444.40274289,2569025.50020352,2015089.0274082185,8057395.780726507,8606725.189384855,2415605.910894942,2574564.7954528863,2620793.813819969,0.04973686835676006,0.8348182954208988,0.04973686835676006,0.04973686835676006,0.009906937193013183,0.0009906937193013183,0.0019813874386026367,0.0029720811579039552,382.6885286509634,694.3147555819553,652.1528372783583,696.3650838614933,482.19698862086517,307.3503732578457,199.9869224083371
0.5582873137975355,0.7354508336823129,0.555149309588539,0.5203136130099303,0.686008438261372,0.9856025191672405,0.7201995603815086,0.8402394294072163,46.41203703703704,0.31501589987910517,0.06662608088789702,0.1564789703899488,0.09080615727367534,0.18873339345796103,0.06099039727506655,8563410.852013525,1985885.0629388073,815715.7491799174,808801387518.7552,24179635.32202396,7981202.1646188395,25488003.350614786,26711943.936340198,2573972.2580420696,1984898.2466842632,8721992.220302593,8399081.209701803,2503651.1651018555,2549818.5888094422,2582543.279219345,0.05287329360046095,0.8244094435145679,0.05287329360046095,0.05287329360046095,0.010531672302530838,0.0010531672302530838,0.0021063344605061676,0.0031595016907592518,399.02682897861985,705.8508022824667,646.2251325406462,696.0700064929476,522.2745978827639,321.3308432149488,212.1331317243924
0.5887772242353498,0.7412999790606462,0.5057614259315344,0.5560893138169927,0.7072866517150475,0.9167098348985055,0.7181767269645164,0.8691709980234782,45.37037037037037,0.2916763092257531,0.06684648997285299,0.17376653702999462,0.08613679107792144,0.17509088361950437,0.05845381635585157,8308696.495757006,1974713.8555301551,804391.980985805,792610069646.0017,26302272.650360856,8053670.800525487,25642332.17740851,25434045.03453368,2552489.590352513,1901300.3850909504,8989684.341906298,8684304.426163282,2425192.201267985,2577135.0564721324,2598635.839142882,0.0316465842791113,0.8948545064818437,0.0316465842791113,0.0316465842791113,0.00630358792551404,0.000630358792551404,0.001260717585102808,0.0018910763776542122,387.0578307435075,733.9879944299583,654.0499868662413,644.4261967503251,532.0363195346972,318.63359487292416,215.66694696140596
0.5702219687977012,0.7700868735971376,0.5017004154310455,0.536704963790255,0.75258299280173,0.8556535415952135,0.7358846344731385,0.8802570812668628,45.023148148148145,0.3079403151362823,0.06400851532468081,0.17128165762057107,0.09797594225948102,0.19055318181734573,0.06331626131698294,8714023.967445316,1995585.5051815836,877808.1298756462,800310445773.6058,28180949.67097996,7494680.382045173,26521437.212474257,26920547.409171518,2572886.648440451,2110890.777779677,8646767.14783144,8487788.596323173,2613352.763929541,2572145.889695494,2710392.508158112,0.049080010086309654,0.8369982104290115,0.049080010086309654,0.049080010086309654,0.009776099570037288,0.0009776099570037288,0.0019552199140074576,0.002932829871011187,376.5447999989799,633.0972565289089,672.8728730571843,625.5416957720254,482.8038683522322,317.53423738781805,207.03318504138926
0.5591593809724672,0.7221230360679822,0.4766809423896189,0.5418799144387197,0.7398463901602342,0.8997362435081682,0.7168037373732586,0.9113790157061372,43.75,0.29003089353436023,0.06152688344547008,0.17145012483771657,0.09541477953733005,0.1744164588810654,0.05760221608256348,9247262.97209735,1987536.205717937,811536.8098082258,847314279781.1876,25068866.484124806,7497149.301877316,25300156.890609767,23683055.429933187,2551940.2800625083,2140767.0388620947,9098346.60353112,8814800.516674586,2540658.9128623405,2500878.3631389453,2697402.542444104,0.06252545365941332,0.7923768277742073,0.06252545365941332,0.06252545365941332,0.012454257029720538,0.001245425702972054,0.002490851405944108,0.003736277108916162,410.92542228524474,657.6719809407118,649.575919412814,644.415156903269,494.45462026877567,330.0341236711094,181.42935800664216
