,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,9106149.754828835,2063524.670483368,810303.8942106934,898898876579.3754,24769990.48989802,7814436.632413878,24549120.135876566,27350195.398627173,2551627.7074992633,1965796.1089242408,9214158.72979142,8615175.16816378,2642149.9017996765,2485470.9636687725,2709350.577526316
1,8443343.66164527,2027258.749476754,819029.1363948394,881921950313.1552,23774907.821949024,8266485.872998925,27542497.086433195,26973906.733685892,2597538.878569618,1964866.2636569405,9296573.992499746,7981452.090502,2512732.043509935,2527586.281014042,2786441.9737128303
2,9087406.49028325,2022189.913010655,804951.6864949862,781387080764.5543,26865287.9122896,7859054.701313747,24056680.76745764,25966227.511888206,2612984.616237648,2152695.4649731945,9070333.981827617,8082674.904182874,2571098.1747222417,2558704.3202761384,2611471.177777137
3,9092773.291552791,1919027.3770936253,828250.5821332579,831973539280.0226,26877416.947177846,7884305.176660594,27061216.56453488,23674666.720698807,2560862.531220543,1906080.1960338496,8572398.220596833,8386208.872662527,2546838.07215587,2605683.842097189,2666927.148912283
4,8374727.525141642,1977566.1792600844,893619.3459383171,849200044991.7146,25413070.852621723,7918745.2273487225,26319751.87286392,25046651.198586464,2418005.004741112,2013001.473634436,9246795.74279606,9088328.151406651,2484537.6069469587,2762916.3720969427,2798461.7828140277
5,8868918.861606138,2066117.1399652334,877189.1669379594,833848479945.6937,25851385.15614844,8060712.248116337,27119046.52392636,26123196.39280329,2753132.165837098,2173882.607838621,8657921.569814809,8205176.034678101,2553797.6193090086,2408219.2194991945,2416674.165763968
6,8690317.636649419,2050726.427392909,839559.8664012792,867384634012.5217,24852101.20026058,7471953.319991033,24799762.88731365,25525450.83940144,2814110.3936695997,2136382.4213451724,8520140.433233324,7981728.204486478,2657384.704764071,2649155.011247961,2638687.0364534655
7,8410822.946530519,2062228.7856678404,917214.0445423431,854666681525.7821,25142721.096737947,7667547.807341361,26827994.030044004,25290688.34635622,2557485.0183938663,2049483.719168847,8898278.939301105,9393812.96109964,2637836.0957882027,2488695.9457407123,2654914.5593145606
8,8364856.9111823365,1954245.2375512852,805876.8814803621,896137151221.4045,25401096.01684733,8270420.055199779,27759157.7852097,26375111.043683,2426503.3307869434,2095172.1847037901,9062665.059086017,9266624.0839844,2787159.368320665,2475171.8563197097,2523038.7049892135
9,8953260.308221038,1834069.1818415932,828047.2275771173,895278285412.0459,27174420.484620407,7858789.478543436,26103579.957117498,24863288.666140858,2659152.09664547,1929774.1077819054,8549594.456819123,8470736.308111617,2663089.889131404,2558436.840848855,2412120.5675533456
10,8725986.557812523,1880999.4632417285,875967.0016681084,854796502313.2191,27063216.925213836,8564768.663064098,26951763.511759046,24802661.142358214,2725821.7205518745,1890344.8473140202,8741837.678001147,8736557.615181403,2542435.8977969275,2648671.7608378297,2552077.539193467
11,8472127.922622025,1840117.1874957362,862586.2360642045,907901080690.1176,26347600.33201286,7930114.103909871,26281049.140692443,25430322.58833865,2597010.956425127,1931247.1954183113,8407164.792412486,8384868.498550096,2476075.0042572934,2560473.121357777,2588318.8107940387
12,8060252.644245956,2007221.9504288186,895553.9091147997,866179710107.9973,27482786.177817054,7835131.186572879,26886079.295843292,28053068.01909503,2618215.50411264,1995633.2027007756,8694157.702101825,9173391.635546362,2364790.917517047,2562383.336749939,2759871.3153559654
13,8733641.966060856,1985713.3945708286,855712.9793374233,872827722031.9679,25318431.06626898,8178881.222513726,25136572.56648867,24371344.161049336,2602335.8877333608,2012877.4528745813,8721337.113491992,8508339.927599117,2663722.061377012,2792796.8276253063,2609468.7539700065
14,8293218.790617571,2051680.8960761693,890167.3044872852,904374691842.0464,23895866.038558774,7722925.844169779,25524067.09463656,27485508.20041892,2820668.1586416094,2016915.325906743,9100179.438210992,7871212.790993651,2757865.227368962,2616781.484851326,2440396.3952119593
15,8683514.811130196,1868520.7965968472,815924.4343324321,860338025793.8098,24920153.18634256,7840955.568651414,24402842.138625287,25162503.213032648,2817100.122339389,1850762.0957998754,9120572.176532974,8650085.135559903,2691533.644720669,2669382.4407397993,2479555.3639628235
16,9162454.238684863,1961376.9805609826,855584.6045521531,850882239229.8785,26654506.266845416,7531422.633020155,27875757.61482207,24774300.79993408,2710561.0759533225,1976000.6639297213,9101466.467305882,8281579.712359041,2723997.697604541,2649203.492946317,2532242.7004727363
17,8505793.432820398,1868658.4625345818,857712.0518349196,857995081762.3822,25601613.554833576,7761796.290081724,27160838.279958516,27875704.7765001,2567423.070423508,1913429.2697665775,8636799.509469373,8864770.173297744,2488847.8897531093,2533454.7977892254,2616799.717110672
18,8857821.060861384,1992383.4358481641,874901.4746496661,793412404524.95,24388790.437405594,7327735.117748886,24223670.99724728,26503876.984254405,2551800.1161464257,2012645.4886902564,8630613.059297604,8372865.549897369,2760661.1761157257,2494568.7006286536,2561778.3099024342
19,8471398.51837499,1877694.1998409596,847490.6592889794,859559966949.0958,26987477.83504106,7565404.557406246,26016031.32122521,24656577.014680382,2418515.3371150563,1871144.2474894475,8019254.9935731,9234174.465180928,2697129.0897926567,2395732.3621103046,2451571.4639108675
20,8848674.383673938,1985792.595990689,851490.4946964957,822051431297.5955,25831199.947780143,7607150.076091102,25763795.96925574,25766957.32805522,2519079.873597389,1923752.2014486333,8912514.633084433,8518617.628458973,2581632.0017689695,2671410.7506573047,2437290.209122442
21,8361328.78902705,1847533.533505368,836656.5963303274,860112487255.7661,25615609.129428737,7437342.412337289,25324506.29898421,25061042.63590432,2664193.551017328,2009186.0870270291,8954301.830978354,9180281.907906383,2640869.2634638455,2674611.846372772,2420211.3489713543
22,7931629.450343361,2135343.11168634,847605.0577750021,874928557899.7635,25284700.116531428,8186931.472950615,26224692.62129624,24588000.73365543,2767105.027495959,2005902.2159001483,8441435.806692205,8376101.56757273,2725095.839812443,2598484.6712457235,2610740.2081862586
23,9196393.295114141,2072259.1479121232,813222.3465215763,819415035443.1498,25757590.105990194,7916008.502118806,25868053.345547866,27535325.874750294,2673335.8054380743,2070597.8682099083,7942010.196577139,8973074.058634533,2647515.8137998544,2664092.6232898566,2690604.3348166766
24,8369375.383004937,1978710.0158698228,862809.6090574829,843001776295.3251,25877089.149500735,8217532.229124382,24359772.053007767,25341973.374768544,2711613.0177976326,1958269.3079487204,8708075.717372194,8596410.530253977,2493906.2814576305,2677897.9618822057,2600374.583503962
