,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,9198744.8688545,2010808.3920059928,856540.9572162731,822421982000.5862,25679729.996433176,7547028.9733798,26286571.841188073,26538283.626678344,2587601.5872830288,2119141.525688479,8601110.414093243,8993787.347172119,2618718.4156672605,2605159.127125431,2484336.1491734427
1,8729988.597910626,1965917.5662067037,875627.1291947352,859865216431.0299,25213052.46851852,7534955.9085018225,25912891.752947036,25765092.5465044,2568948.635577522,2161896.2475798912,9235709.706226258,8314157.133265381,2460326.5678724158,2732701.179658086,2498856.493778694
2,8718212.704331981,1969695.9636276532,883384.683502099,845907274277.7501,27289914.54207281,7366473.252242036,25818085.18330832,26138997.856899153,2571635.96433301,2089434.3915368435,9031249.144111415,8780709.239398021,2570810.25588261,2573451.611254372,2653748.874135423
3,8889486.10214997,2087503.7531994684,916708.9747677904,854054214490.6398,26478489.220389932,8039985.271884222,27353364.00832963,25194457.501155023,2768322.435965999,1926674.3545427448,8327622.805800522,8703264.795704369,2686245.8685580045,2349456.1555884783,2652427.31768014
4,8611144.989715546,1987047.9200945117,868733.4977575372,872888854403.3589,26875808.235720575,7993278.784362443,25111832.821427453,24168939.60109661,2713032.322791956,1935315.1066361736,8954236.689594986,8478966.80168444,2724353.337705516,2567719.774041672,2438831.5135586034
5,8566116.090742892,2076167.6140062334,855961.0466319972,876294820861.4175,24517631.883338533,7967769.132395325,27684285.087910973,25828809.326486036,2683966.4266831568,2061106.9454281232,8280215.325442101,7879806.317999991,2628589.271970793,2607234.872221728,2605900.051594273
6,8599314.90945024,2092808.3236363216,852292.3233841808,813225908349.3234,27650959.58574646,7665521.98274242,26405139.325732414,27052259.930060323,2637766.179512135,1934378.3749262644,8907958.15583121,8931666.399415279,2788440.11808113,2779281.9148123777,2552377.989383818
7,8692234.775633799,2150628.844824505,868657.1722250489,882321950643.4895,23722681.90391904,7788575.23969119,25728622.884453855,26923383.888477296,2671246.1739298217,1981181.569536758,8293380.867134086,7935039.130210026,2544650.118325158,2582188.798182346,2601997.6151274606
8,8819463.525814062,2029282.8677461024,858289.8975644759,842164295438.2135,26166713.055054918,8162975.237950169,26978375.926175356,26886016.947225392,2573999.6967841643,2035464.625485622,8053525.377042625,8577259.038769538,2652018.329713541,2517692.6405065944,2720304.155395643
9,8585742.339221835,1990204.588777603,816706.3384546229,876079975670.0289,24375245.93555054,7388985.045413129,25972427.486927025,26715409.133979812,2689247.6917385953,2132317.4400645746,8820737.493155628,8247271.027583758,2721256.0249389987,2704638.9201207757,2583781.7193177957
10,8784612.996535817,2070035.7955854058,824295.6602845192,808415390773.4725,27806259.716899328,7662161.323048193,26510494.536686964,27366135.385176513,2686331.6710904893,1965601.3379188876,8474308.837962648,9175699.965248683,2449226.91895316,2531366.8347277073,2423510.4647996337
11,8573529.14545122,1914349.8269450369,860555.0496401122,808869479524.5427,26905784.517439924,8250150.5169437025,26017674.007802434,25081566.55563686,2606720.7416862873,1943243.049669627,8541666.549343215,8332753.8102740785,2563530.9275482134,2463689.7738384483,2649984.8344966206
12,8390358.724945862,2070562.1071508615,885671.4823287459,883993804292.3834,26717637.120195717,8001172.709912526,24445734.83971348,26742120.3082683,2408713.915969227,2034105.4044943335,8906515.548281983,8931878.003505684,2601880.911473547,2513398.9042863916,2450989.8175256215
13,8797792.263382092,2080747.999707967,827202.8443398414,831216193103.737,25832001.431606013,8127388.648034807,26413862.80787911,26768884.27844215,2512637.1542728124,2050798.382361266,9017884.550994925,8948123.650470167,2614658.7206402807,2622123.2193353707,2603679.2389989872
14,9199233.360663239,1899417.6953260922,882062.7103869143,879275881968.7059,25203787.908303533,8069941.574121401,25523621.489981897,25687450.756106094,2443903.189431307,1975209.8711422218,8871411.398680314,8887947.495068751,2508002.30950414,2481778.339747007,2635104.2647678577
15,8259049.840811772,2017130.4773968738,899206.9063845809,866510198750.9213,26196626.767538212,7652528.480724735,27125166.192355774,25205652.523197345,2805600.800314107,1956396.4345318777,8718959.539126916,8562416.237832952,2416053.4093088885,2665132.5895255124,2472672.522601923
16,8675404.510390637,2073689.7897634848,869137.626214381,874173384607.8057,26876893.236481484,7355477.047369323,24912424.48126024,24960492.407884724,2623819.3137064935,2096352.0432668417,8706363.986842616,9181543.099424003,2643369.7172259805,2586829.1891778316,2628702.1374729886
17,8070061.221026108,1950542.4284461606,918631.2161126231,847286784652.3701,25063329.150592346,7704990.108540009,26260346.675864786,25401725.9941251,2610956.8703529774,1830622.5769413856,8452769.530142076,8339407.153294383,2443863.218463471,2518863.4011669606,2541675.1445419686
18,8325787.78603022,2045828.6193320993,885466.6475097288,867020537327.0424,27822383.612564698,7937780.6241522,27414160.834543563,26402978.916039955,2599888.442216826,1982885.8652219407,8144415.464434672,8701094.399157774,2608740.6510674227,2642420.858675427,2689727.9462428535
19,8985174.077335102,1885067.692223378,884114.0223913377,859621860387.8206,24281855.204645623,7287461.464031607,27271445.70732028,24413026.228120625,2490547.257077902,2016270.9689942128,8559340.751454156,8738289.842990449,2533217.2366067665,2502571.84787191,2759858.3130104183
20,8565223.191429438,1879208.1307909354,908298.5661224322,859372694913.7887,26775407.862931058,8097743.891294615,25850444.324389737,23910229.473086506,2621481.6655024495,2075246.4072669905,8813592.446545338,8061028.25530206,2450093.3725200584,2625664.5748097003,2485309.720478598
21,8787630.019704314,2018303.7793282832,889572.4096974015,903385281070.0304,26059779.589074977,7595244.108380344,26230759.208794765,26621296.57131589,2613026.2816949706,1941226.73314082,9058437.61756557,8773387.907063756,2390382.967909718,2587422.971092008,2690856.446134388
22,8802058.665163964,1826610.883030138,923824.359006623,865066290797.8115,25838215.629288327,8218205.56872406,23826739.958005067,25517666.77292771,2691897.8950096816,1859238.4853381284,8580860.935884282,8234371.414841803,2609184.6941646673,2730108.349376863,2846054.6185021657
23,8026476.015015232,2006969.6501090552,805788.5601684822,828984694418.8943,24410936.385254823,7879947.606906599,26478814.956835542,27760748.333118092,2565581.456297931,1939349.6931534882,9015345.580813568,8662210.354636356,2600035.1629671487,2698888.162991661,2592271.249652533
24,8348804.713856182,1978131.4509081729,882402.0203546154,862214335934.4285,27375815.07004765,7906587.873174343,28333667.725541584,26400016.053304747,2579998.4301526286,1926789.4794763143,8131582.19192819,8017819.360252804,2570122.938757994,2436863.182942679,2749359.419812506
25,8113510.651825583,2041671.8847923847,872201.3561963837,888031084807.4514,27096198.814412788,7849841.648250497,25974971.12189558,26481183.336346414,2454620.263769666,1970359.6794464842,8746513.254257627,8410974.147306042,2649008.2979579167,2478612.640159574,2703513.213883243
26,8104746.59643449,1984812.8699558969,870547.686456367,862269068077.0162,26602622.57604369,8349441.0868925955,26994638.10579733,26981617.53383077,2764492.319390848,1980623.0412110947,9380291.677556043,8498601.21943012,2627184.6931944517,2795497.0948528564,2503903.4070523153
27,8724327.345491443,2016630.6624804442,821426.6342205108,832021192615.9901,24918588.96316761,8096873.43609131,25877910.03471607,26184120.327454753,2564571.774736077,1935143.5176891629,8866991.40385832,8271913.955369852,2717680.5937832617,2580594.730825445,2509039.264104146
28,8903701.239881724,1874895.8521182833,880346.0072634153,874988190591.9681,25864722.43739411,8033110.031039349,27690480.41365581,25923527.518425543,2738537.0079979976,1967422.0339425367,8245568.569609482,8329471.011896154,2436088.1792954654,2485560.7780533005,2540924.670016958
29,9260029.152226325,2146294.3537153695,865598.4985399081,943116964156.6189,24042824.891061112,7522774.511075768,24709276.494315296,24565674.92904856,2597900.872230917,2062421.1952274481,8895197.270003628,8172529.119532004,2731992.478249736,2800989.9163468736,2465507.400755985
30,8848330.94630616,2049562.579309221,872813.9459020316,840453903491.9938,25158354.602555458,7596754.035409481,24126753.877576265,24316013.284901522,2535301.9912456246,2052136.1989524271,8014218.851928935,8689301.06016441,2611399.3094265773,2718391.258544149,2766567.879610181
31,8312444.612386152,1926416.860042787,894104.0757519461,903581356272.579,24986107.60053025,7501707.987517922,26907576.598292887,27547320.022978134,2486187.105773151,1981164.5073792331,8833522.265731148,8752308.58961363,2657228.2211179556,2484203.0482134083,2650316.9494092944
32,8286512.091889204,1974079.6056970474,803125.3392696917,791563175818.5596,26670742.727695294,7847658.116838557,25513976.769345444,26318097.442001346,2525922.001545579,1825860.1188765944,9205828.994077018,8750111.003752276,2781392.166069649,2368867.0733294706,2638687.0092933136
33,9281818.141296703,2113733.194566482,857370.7198483864,855499570935.75,26371322.444463555,7637287.519275459,23894486.213396005,24379799.377162065,2778386.5010220166,1982042.4136834014,8501966.628488654,8961665.83770664,2554038.2484648554,2488035.2212670315,2587792.135032649
34,8118154.813964801,2072169.4622244402,803377.1483093903,820247975505.4989,26455769.851094298,7874357.658864701,26947059.320017792,24721701.76313274,2499734.0338311708,1997656.2564359775,9096512.309373816,8609024.842891015,2643037.29543897,2662954.970596787,2576878.442271376
35,8350240.078347117,1835453.6977048386,822276.0630542499,835764138606.8204,25580704.099407993,7690113.53459543,25931002.481160305,23956935.93092202,2513348.271921939,1991869.8121489033,8739127.957422327,8018868.529273504,2548567.230668775,2623914.9572304883,2539723.3524615695
36,8882151.463305417,1927399.3059319833,874410.1901945677,875883197827.0748,26139338.531623624,7990368.002859862,25029827.53296515,27346560.005529847,2693426.8316678093,2009233.7699310777,9001611.719529277,8863257.286086263,2415684.532943635,2547823.3891296647,2558442.3645173428
37,8287453.7380187055,2026478.9638720786,881313.7727160926,838731256303.2312,25023790.97116368,7443183.013399992,25833465.590324335,25179755.44181473,2640178.1660558432,1944952.8961936955,8501475.024662206,8700246.944796624,2632395.695757326,2425040.171493256,2579944.912241073
38,8686464.926915182,1966567.7362821966,796855.3060925524,897038273020.228,25446110.560253598,7876529.471232297,25427631.946393985,24637686.88431758,2614358.903298151,2097498.120440991,8990015.457231186,8665303.332859112,2449399.7961178664,2622188.7183534275,2619719.317397842
39,8250328.594941784,2011399.7285483321,855205.679744125,864114766623.7594,25961803.892246,7680865.74642179,23927697.09091429,26072373.73744314,2727855.578226609,1968860.4102589367,8467666.567285214,8649999.590967022,2520194.8020731984,2652220.8324970165,2674616.214609323
40,8696868.38931335,2080647.9490233692,788056.5348579801,904531169170.2477,23645199.15436385,7551675.078978145,27893209.834380873,27881176.68528285,2613160.8224322265,1978392.9008108834,8628546.419339124,8338689.785809737,2670777.1960736653,2543660.6836840836,2580920.1739573693
41,8170522.676486172,1935502.3891788614,910985.6508873315,859344417447.3398,24682440.698932867,7440995.591684325,23949221.707524337,24002753.312586565,2510243.0303138187,2034040.384063904,9056145.517699536,8702288.2086954,2587085.786129475,2546162.5571254054,2387130.9336916246
42,9145821.365707122,1964904.1375890763,840443.632946359,833792598086.3088,24546104.831723467,7384319.200160168,25939825.298479624,25000544.151485827,2544016.0305391285,1973607.7918195159,8809725.60050715,8277668.200941434,2762362.0383278886,2622229.357669838,2467585.126968922
