,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8556415.700224105,2076868.7881578493,813825.9159729335,886693460474.4817,26614879.025944512,7673038.921555775,27232915.814511213,25531145.315366164,2492506.414182644,1888254.3022367503,8096612.034534874,8530388.977914194,2509296.4845477925,2589279.025488578,2513833.5888248915
1,8194576.284870335,1955722.2503200725,859219.1463862848,858066868336.7793,25991529.97685025,7308504.53378181,24586893.29134628,26317590.278784152,2484423.9853118695,1967142.345781759,7910185.9169308795,8805696.336615345,2661175.067284766,2521020.574809708,2407618.913626981
2,8657754.12806946,1851303.8251810274,849195.5958473972,815250176574.428,26748572.818445362,8310101.076863349,26245596.003415674,24640646.572222773,2593820.7096173554,1969386.55183133,8765208.969460804,8690647.313642468,2458070.975039642,2753057.35928749,2681650.4144428894
3,8845077.302224228,2000106.738823058,856072.4827363723,818604493966.7842,26926505.46906304,7785083.938963256,27245987.867705133,24896550.746270742,2446487.048084247,2033430.1290995204,8339526.8414998315,8649070.430834267,2591651.649575399,2420668.3727115276,2710898.8268530504
4,8832060.041411929,1858907.572247521,936839.3412337179,921630906127.0532,26181385.26160025,7720733.624263508,25767860.90342052,26636927.971580215,2619225.4631340588,1907636.6600038402,8366157.96187893,9208405.14580847,2582800.915307371,2475148.5638395585,2629954.373625614
5,8869044.082433231,2036062.706237596,835496.1105446013,882096110835.7063,25368269.589011397,7843833.282672085,24833910.555665746,26181164.787351433,2636859.863466861,2002401.42990924,8362034.76862468,8567572.29147713,2619087.1939486307,2486586.221241304,2577344.089258294
6,8686347.043959867,2025255.4616995894,848603.3442952624,803926557234.7671,25085263.307141937,7401734.963062166,24709662.22499734,24340569.62320579,2690347.1463272376,2043636.4544938232,8586425.462627128,8769038.109956805,2565954.0981712774,2644503.7083007814,2627804.7895879494
7,8152778.431978717,2076106.3079547947,894069.8946347737,872899559368.0109,27436086.925865684,8061154.01009086,26838768.045397844,26262014.641410008,2504972.9263337776,2015131.707584585,8996190.107863573,8554954.230870439,2493234.1443463676,2443946.519466297,2652818.2650241074
8,9140212.08449512,2004354.989661012,872136.1549567694,924312976090.6392,27574474.959653966,8252527.159890229,27629502.823846746,25866726.46537636,2687723.6032758555,1893283.482487889,8364508.443373494,8268866.988199291,2741038.200566374,2566864.18540526,2659745.602848376
9,8455856.78583967,2010483.3371569642,855765.60700235,846999689106.162,27765385.052395757,7948757.245918853,27120314.952911925,27054183.3474981,2677129.9423440536,1882849.6112212313,8918643.556449484,8688030.402411928,2488248.6165488996,2548045.4661286874,2610217.03413814
10,8940078.502185082,2064852.623125827,799557.8835834734,854599635567.8414,26189243.965678893,7619114.979782869,24950098.203815155,24809843.725025654,2420092.950224587,2037558.018348825,8414057.789807493,9015565.475318123,2729304.2441634834,2735020.764908246,2559718.617407066
11,8421029.333985338,2050796.6141623692,811018.8386135711,906649353348.3995,25096348.48309163,8166728.239641948,26378438.023553077,24843140.383545853,2391728.12886407,2043236.2831682372,8034013.058285713,8832077.051110454,2528634.884800393,2624754.516134711,2393575.628821144
