,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8079343.580709759,2026640.8337418174,832878.4210402239,884802162501.2249,23819598.903558567,7567743.491072579,25531018.614182726,25945370.378518414,2709026.629605319,1992212.6608529373,8785623.020541802,8862375.323457124,2616336.0817154553,2419546.982829433,2590576.493936404
1,8346937.755396164,2133520.0307525517,875644.2824995322,780624987986.4893,27270736.62645975,7551589.193194988,27210695.44275363,25555216.49948097,2471742.974178916,2016315.2931125655,8744289.508764928,8810613.060421133,2656223.318014207,2482132.474598709,2554833.150941263
2,7931909.611116259,2009388.306740631,854289.8652709001,927827921764.0405,25699620.3580022,8357278.337033035,27494325.34828568,25659615.384616666,2769346.3029045407,2040936.2776838623,8323538.075364478,8445535.955597565,2514395.795146856,2730993.9949004403,2467447.034763385
3,8914843.095074197,1979944.2810106205,849760.9353444916,879457265115.1705,27216033.268988147,7895261.691282255,26360253.25757986,26825021.705722854,2462163.7742722505,1920707.9737971288,8425105.554828389,8547491.751257796,2598810.7103455584,2781239.273904995,2519637.75712301
4,8539820.65949156,1991816.7358247507,804890.5881475122,846365863573.0497,25558026.618260894,8087509.307053953,27343803.15568557,26727014.02816656,2697813.592817105,1927870.5078448446,7894258.253724239,9020017.989041861,2620989.933091513,2509917.544922748,2624297.5217838874
5,8649179.776693517,1994251.895343789,865578.628365019,888086627681.89,27040735.101456933,7826949.332958919,26804433.333690256,26072052.14001462,2541950.1953967,1957377.5395613853,8738381.37188518,8236024.847547435,2481050.9670799715,2774270.734096107,2504247.741670285
6,8809381.551166361,2052865.9429834434,912481.9628610641,819987573708.7413,25414407.184862997,7989751.2180980705,26155351.07370539,25816547.710155845,2527663.605090802,2135013.2774907607,8717724.578188926,8634456.695479035,2602944.8570952583,2747170.456012959,2711607.154705449
7,8722440.038395103,1948564.407950324,796254.5906937208,816324818429.914,25752036.313608933,7586849.369191055,26016464.05723067,26106716.479561318,2584543.3179047834,1945097.9742350287,9076636.040132888,8650911.246078204,2447164.019041109,2642131.235239451,2637033.749947575
8,8168793.15617063,2017096.9276170311,808218.5390783132,855704464771.4766,26005574.2128899,8106551.52267792,26033891.710129343,26911648.50881044,2552304.1667972147,1992812.068081539,8719239.829700558,8243154.954760905,2453747.4448227515,2463751.0007087938,2579602.2324266927
9,9011399.897146497,2163153.944369708,804927.0611440098,858312259832.9474,26205462.71202669,7979775.35041152,25204217.18895504,27059892.66703599,2526538.0195404226,1956073.06242623,8530681.37870576,8924293.929286113,2595614.427497225,2722036.5973489033,2606924.005139306
10,8406872.54390709,2029530.0714850544,863650.9157682959,899940551677.0566,25283163.734248724,8392982.613450347,26188357.703565057,24184596.355632752,2739266.6397838136,1995348.3778356756,8630365.230136534,7955940.018138134,2635893.6451010597,2443476.6051822337,2673076.6818482624
11,8631893.672126358,1985475.129509244,829026.1715103533,841913458353.2289,28036149.88173969,7544661.5387197165,26499038.908111256,26156070.966163445,2711370.22700226,2073371.6445581994,8575013.457811823,8073145.489414236,2411325.1905429154,2555985.0176437455,2419315.4458211134
12,8691394.851192322,2035504.628362309,858572.9982629982,829944107812.9792,23567665.858846817,8251630.22552434,27167154.76928198,26198912.576783285,2411105.4089332013,2039571.3017421868,9120154.576350318,8849192.679639747,2478847.4114266634,2636519.477282762,2796257.7204306433
13,8394430.021951886,1925151.9628036984,907368.8992552966,882087456273.0269,25174525.39752464,7633002.364871141,24989552.34752245,26543056.53652907,2595123.314078683,1981172.8599879886,8329228.015638687,8794405.682532702,2455423.798242235,2486451.711031801,2571751.9613098847
14,8663754.324799377,2050227.0891952126,915365.6010793423,904380938141.3567,24482393.839612603,8177167.965408457,26337839.901919294,27514713.03631319,2464617.284468977,2151361.5460628667,8045521.652946099,8461094.656379865,2401791.737026923,2630424.6145256003,2578325.3213090925
15,8493491.768788967,1972704.2378045009,894314.3016035887,839518256767.697,24417530.752989203,7866568.611737151,25491492.497770272,26859491.659102157,2501618.9571551736,1855649.9102100413,8572550.428700779,8587925.577384403,2389401.855877527,2415207.136250183,2516534.3133919197
16,8680018.802632496,2129860.396127322,892810.238193942,864636590873.4866,25978545.29220532,7453616.982491464,26141582.03290857,27199661.195806604,2492644.789449874,2033808.8751513585,8448561.959983144,8590425.28181825,2720657.179684073,2522687.431070639,2707833.5279605296
17,8369551.013471696,1947920.9799264292,795591.865157584,825475517190.8218,25284730.276763685,7650892.800818682,24730755.73409964,24694610.90201051,2494123.8100657016,2000004.9830631013,8335467.131084468,8707658.559407784,2596591.361361338,2713157.3481217334,2341082.1608055253
