,Teslin_DOC / micromolar,Pelly_DOC / micromolar,White+Donjec_DOC/ micromolar,Stewart_DOC / micromolar,Porcupine_DOC / micromolar,Tanana_DOC / micromolar,Koyukuk_DOC / micromolar
0,396.1757469810605,688.8465189850698,606.1740319909596,673.9454068664892,515.893719159947,326.3817937011288,187.4770848649341
1,391.24715551959076,710.4265649789451,701.2461812052253,690.5696467843175,525.8277909464301,317.7721739671876,199.73064088671475
2,381.59318310557404,691.0419001681462,649.1410552361832,638.8165933903679,470.89248465090213,332.4337069273021,187.5758532116135
3,375.0692598878223,630.9880299127643,645.3983359891998,694.9736417277456,510.07688899309437,336.1853072004276,186.77860758978153
4,398.02678392996563,648.0219982239015,644.8963457168948,690.9466127740098,525.7579741535883,313.79662988334235,199.65662936144147
5,388.9569184442932,648.6385976511575,634.059280448373,649.3077630609439,506.4540907852126,315.12777669290125,196.34305725980164
6,411.6123587908405,634.348135686072,661.5627555863978,639.8695446087559,502.556916146551,293.20094553064115,208.57861407178342
7,421.6814188544702,732.6285269916013,640.7693823623547,699.0600639393009,453.7600591892264,312.8681841168305,203.19720104113273
8,365.51402297729067,709.5486217928781,686.5348468625483,681.605341719569,468.04939574502185,332.20291683225264,203.00059188382681
9,372.1884381909432,678.1316951887433,687.5769744802407,699.2829625138139,497.33632852309796,308.6547120302645,192.80588504933297
10,381.0434655785533,642.8156607699977,621.4626848352493,669.1730444262275,493.26513057900377,328.7732344345098,211.24265790987522
11,393.2617668709685,681.092517532435,675.8294376375063,678.4372061504457,506.4182887932518,331.81974077495244,205.7513186056667
12,405.18670076213436,734.424843728118,657.9262018834427,693.9188421327415,483.067653532645,318.71827972456254,203.10496181081092
13,371.2803996170201,681.2411291006596,644.8272030333013,735.4083490591491,506.28830339384695,317.62929884698525,206.89132396807
14,371.08085969795565,685.9175923278358,715.5814690780736,720.2587655292193,517.9910077113653,311.3203583646565,190.01329883897031
15,401.68941555550924,683.3836179767352,697.8225032287313,662.9988947314574,515.2200021024022,317.22263042985236,202.74490034196958
16,374.8131046780533,681.6036886724556,674.1149130486763,654.0900647550777,515.6045663519674,306.8858017261891,193.25137888669542
17,379.6553971893901,644.1790812147995,667.2936614906008,670.760929921427,489.28516105128483,318.3889142061146,195.9582926643867
18,395.43477685920345,697.9307050597426,681.7811132077011,686.2596437093673,548.5832168815999,323.9674064775438,216.100090430991
