,Teslin_DOC / micromolar,Pelly_DOC / micromolar,White+Donjec_DOC/ micromolar,Stewart_DOC / micromolar,Porcupine_DOC / micromolar,Tanana_DOC / micromolar,Koyukuk_DOC / micromolar
0,375.8159586849961,663.7480942184106,685.4668030596123,616.9396649694662,513.8215564224959,316.18449586208936,195.88571226228692
1,373.2740395693931,683.0332086177291,725.6146172648877,696.8534234707083,502.27566171086534,299.7756624736046,186.58204991944075
2,384.298388488694,697.3775321558101,654.7180142560754,711.489195095927,472.81820940628955,333.2226813197067,188.02512221940742
3,387.25908494044035,672.5058372209636,634.538981666967,706.9676047868365,495.3068092044954,314.5109804900641,205.83528266384027
4,402.21635471698727,679.402781886683,716.8494776935664,673.6558659001773,526.0463539038029,316.82253621563905,197.91807356891638
5,402.4402829326541,653.2090147223146,662.8481821366607,653.7222385270832,461.61606141243163,312.34205638928546,201.31693324637837
6,370.89957046807734,681.6146932145571,719.4451278767501,653.4284733362322,524.9199514070821,328.7853714077063,196.17589660843012
7,377.7456489800605,674.2565143314368,651.8091478801584,677.1866630151386,528.9463913890601,325.1551178681834,182.7765152858724
8,375.51665801325635,656.5126095935703,704.7287596983791,708.641227212545,496.4764038745695,298.9128300078716,197.42123322074585
9,380.7712853800467,703.4893146800229,636.0994765397693,680.5158435338583,481.92461590864707,308.12520928736654,191.65021366456853
10,386.8499462627655,712.1402355347037,653.4262663592887,673.0232477549367,538.2665685576454,312.1925080535326,204.50139515253568
11,391.5669454739592,710.8299448901888,670.5333908068804,662.4558228944999,492.7727116290191,298.6820284827823,191.12538026267646
12,396.52092995845624,714.799987056698,702.8629352730285,675.5922812015918,515.3147332227771,324.9770854300493,193.56131262336459
13,360.63934467984416,671.292983402816,625.6318802041554,681.708056584655,539.9037114125697,291.9275310020859,195.57764148235157
14,414.8959616615292,659.1510430227637,641.8321379278864,690.7354212490469,523.3088920529034,302.1335632372533,210.04677831217612
15,359.660040770822,716.2984939803267,675.717777548444,719.0548385648424,508.58747069901744,324.9332880746642,198.24105853748196
16,386.7360738258115,690.7581391174896,639.9154558598998,651.809220549772,468.5275349807388,315.7947007765094,208.94327318466082
17,376.01645804230975,680.0024231240374,623.5561025013188,641.420290617102,523.6423560381968,311.8472050605622,212.33062163382192
18,365.4508224575187,680.992701928116,632.8879559449786,700.2691297094195,507.62532746648384,312.6398673822432,209.48131320289122
19,399.7970963095062,694.6048968977834,662.6422518409834,661.7274024834581,515.8605222809994,304.43043012948436,207.80457480693318
20,394.60307487945306,652.5196205037906,650.994063962007,730.3358463280942,472.5314319095328,310.2130091406087,180.80141504832818
21,381.632214102916,696.9394390595205,707.5018452868334,694.7552007711213,475.22113262147917,311.22235230212914,194.0798064707235
22,405.7633800412886,690.6138334382313,660.756712608443,662.0956171043911,476.0526019551393,317.72223437359173,205.87900626043202
23,370.4130893014429,666.7248370453106,611.1806953202118,677.4648350580095,530.6599276286464,304.14270596009817,182.05979682610158
24,391.54358093948196,654.4883090503282,663.5150317395414,686.2523701237125,532.9658202195784,320.71983576516425,199.63510016255267
25,385.79881270449107,622.817922317649,640.6985192747493,665.4402579788969,494.8571372319863,335.4186647584567,189.45266156669965
26,403.5349408416869,630.3255187762762,694.4365955662047,636.5060780441909,506.95528227619565,302.18792590197,204.8470932421327
27,397.030797377667,664.6210790920444,669.1317552979868,668.1291520052761,481.7773027709685,336.0666977453822,185.21654944317075
28,372.26456440120967,657.4238488438754,659.079682089952,669.4643332093094,522.5182531114328,318.32214083396485,200.24623159147689
29,378.62561012054846,732.6105082561506,661.7460264082658,674.286985699171,479.03552821194756,319.5521828668529,185.9441927447785
30,401.13152381512486,676.4661924620115,658.9606799663213,647.7929012012975,530.967991815042,332.53291209306417,186.20401672429804
31,364.97603975913836,721.9665024403134,685.222081664433,634.5629365487874,501.68805019894637,332.30254985413507,202.7871904384384
32,371.57119745891146,681.1906207622591,615.9519723936087,670.6938541770808,458.361711129665,318.62620736009694,190.4469286669178
33,413.0392016157802,634.4318049885889,624.9750352169627,637.7823322610029,477.5247962806388,294.0568357367333,190.61402946808371
34,417.9818971225934,632.1218667957733,666.8253368147173,680.5784159929069,496.54987380807586,329.51118862539323,201.5651048031672
35,400.44913268136696,689.4194988798845,660.9830499455508,710.2800639511867,514.7496073101181,312.15169421853204,205.93821699577762
36,385.9459578571658,665.8378341552882,688.2389254007772,662.9767109369878,514.6536292417832,336.2938127740531,199.1023352299331
37,397.6681977928057,708.7460223620592,631.1306462824434,631.8334523985824,486.0474037179913,322.1604587284983,207.43411304012054
38,385.49388352648083,674.7408271036635,641.406434039929,683.8869515266438,461.43664675617146,309.2749800776287,192.5311572104703
39,361.53969221539217,711.5120222254629,657.1580460854416,726.9667428444155,525.3888090612929,320.1536171954356,204.0444240073414
40,399.76215282432156,630.8643430598464,643.6838472085229,682.0079367196616,525.7137229190404,305.05982552421,201.40505194699264
41,416.4031525518243,690.6515051306195,667.7741442317891,635.9231516786417,481.0791263955712,311.7616448470482,188.07847571375257
42,384.02636075434145,645.318080536435,721.4231878003019,669.4047259958259,496.08954686502557,315.1021951964739,191.2089991861609
43,390.33406072618953,636.5195881428301,646.210071819626,629.8183115315516,536.1878267244217,308.37977899791537,182.88494160947926
44,386.8680426060021,691.9607328432371,683.0317471103502,684.5414512722796,478.3669652824412,330.3018907253927,205.82442348561383
45,392.86722896423663,663.7178244895844,663.7043141727705,661.0831869993999,482.1802244139027,312.8454525748808,195.28505061453853
46,378.34596063333373,673.1881756279423,624.9283387811745,691.163972446286,506.37139285095174,310.3004111617842,196.55127589659824
47,352.22336393589495,670.7823479253137,673.2738055743389,706.5994661723028,495.3449906509618,323.3853040154556,197.78809345907638
48,393.2277152090722,735.3213008621217,656.1269768158854,686.0448374858116,533.65361699878,327.13947218112554,212.67791072028967
49,381.1228366614979,684.9044550835368,645.122862154317,687.8488927753809,519.4127009444637,315.1834186687449,183.00523435505832
50,390.44565136164454,686.9919599531972,625.922271045098,682.4853998631215,488.1805398556856,311.1179163902003,206.03510207778453
51,423.55015881350323,682.3909203131338,656.3599860978712,683.3386379685024,506.9616334290577,313.6076442957647,198.85090858855295
52,391.4628162893381,694.0151537939626,720.6967856545416,698.8908372266476,494.37278558653173,294.54016415254335,188.5482652083328
53,390.2388704672315,700.0351249125066,618.2605317520946,703.2375815459184,512.2994540542661,293.24043340105425,188.6091956035406
54,383.3827233814518,675.4941352355526,607.2806932784907,660.3645649091391,487.2652063635918,287.1498172955665,185.76324855830742
55,399.52518456031873,637.706226673403,674.425154502535,648.2709741411413,542.5953459026981,342.94493146043266,192.35301298415732
56,395.84954006284624,673.6333652694534,699.6622761849654,669.2331188280227,519.5868522656102,329.61748004377296,204.36035584991495
57,389.42653922358244,683.3512115931792,679.0814157954306,679.7079180233472,531.2745109493115,315.5832816981268,198.6138609385506
58,391.2147956433776,707.0920983977489,663.1362899576461,670.1466215627423,472.3408159320253,327.6154732934642,196.40918570715712
59,414.04667528712037,656.276252209567,639.1153262685053,646.0893096366063,488.5138805128873,312.5169121797443,214.67549070525286
60,382.33676750390146,655.8121938064612,656.5439362065715,712.5097040727879,486.76778966650915,301.4090233969458,210.78755652169815
