,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8992003.878903503,1937527.9905151562,859172.570900372,860745762570.767,25641623.3860752,7841579.148706248,26152967.221705567,25914123.3414596,2683503.679199064,2069619.6390413737,8581679.067902634,8498938.004559668,2558043.2134241937,2418145.058541997,2534627.201165672
1,8761396.393642444,2039939.5506426222,877185.119303958,818899262048.9333,27486210.212202262,8560270.240910564,25549014.718191568,25981555.853531897,2541643.4268285558,1930010.9409547523,8392786.578243747,8288612.0234088935,2824849.975505231,2750605.616311437,2516641.579313563
2,9073936.58311864,2075896.6440499187,814895.1453197885,901271143801.716,25466499.203635737,8141976.275488801,27146897.36195509,25437437.720503036,2735234.15953659,2079108.4460365558,8708682.09682931,8805233.071728071,2551594.940105153,2759792.7427629116,2527032.064567019
3,8445046.007707583,1953325.3489682404,882590.315348225,864622195670.8477,26178445.473562095,7667782.694137162,25192274.017040078,25636871.92585413,2694980.445304067,1926165.9411850139,8254270.882343947,8284443.342298961,2529571.2625248684,2572824.3261327245,2781794.019523489
4,8923785.517995084,2126144.8066650396,843478.4314077543,837866811752.6614,25426727.52487928,8006503.963129202,27072527.423343595,24239568.134313747,2755870.4866167367,1806690.8867680228,8748131.448963132,8205094.465234032,2647023.620117811,2580852.382768768,2473548.227168259
5,9009257.505322976,1982639.1637975315,859390.858817386,886992878232.4092,25040617.864360474,7620315.298904448,25622433.297152616,26416483.350570478,2531406.5318719014,1966422.2043163243,8832693.767522816,8112120.895934753,2657526.822565063,2537038.867761398,2490966.693498146
6,8228747.888898456,2000628.8178639223,825975.0638870317,886240606270.9204,26204161.63712181,8293434.219327333,27658300.987963952,25106799.93294689,2567901.9092355757,1997652.6576106094,8718915.844285207,8873174.599924305,2525991.6023713816,2371202.7945564403,2488805.9657591046
7,8578575.17078617,2020202.9962620032,908791.248244931,823827062755.265,26725669.501171656,7551941.624255815,26170377.609586567,26383025.570472263,2677665.270921903,1915104.0423431068,8623607.404112272,8239376.251705542,2556100.1186416266,2738515.325432439,2579665.156533856
8,9001222.389071576,1858945.0291813621,905004.8636165345,842560442885.3683,25467560.978268225,8150735.0734963585,26475950.249102816,26224462.38981705,2738850.029336642,1961165.3635439263,8485187.164954845,8972371.702336967,2612730.5445225835,2474087.5652245656,2674909.6305177044
9,8650522.865050307,1956627.8768632193,888494.9882079399,825442483964.3895,26935864.560501527,7765179.66846584,26349183.95488118,27007456.784208864,2441587.960516277,2169747.985123675,8639191.704600768,8294641.138137841,2699860.525083453,2382357.5589826424,2691021.667542701
10,8329554.792711097,1963708.6434570162,925671.5622526277,883313655617.8762,27514208.03608708,7785998.246654304,27408386.07814878,26615606.8720441,2610825.372094094,2010636.4012039013,9057247.160263449,8938293.880342375,2417842.3163421424,2738641.516951264,2766398.935478994
11,8976308.999056574,2010889.7720327396,844902.0554125675,861834489023.474,27148576.849838763,7338752.204584027,26371794.550262515,27552356.73777964,2519977.458417748,2060119.969077195,9035096.809511252,8215051.4961609095,2652352.757810324,2427172.482404378,2757708.107031405
