,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,7865653.8606243245,1987267.5976569972,866839.4577883501,867458620999.0188,25277977.63412803,8003513.240822067,25877951.040434893,25660245.185045302,2632766.5515687945,2025698.0664133527,7886236.751230793,8363459.497726099,2514310.5906600994,2562400.782547157,2501503.060494264
1,8320161.592362177,2106006.9033826957,910567.4558095752,897194074666.6761,26915787.630058248,7547257.457387294,26308527.790610578,27313268.753116645,2586595.545323775,2002406.1825248674,8804707.437903767,8780489.079600751,2711927.961815945,2644357.9893205725,2370579.17978389
2,7882209.779369546,2104136.5076120114,925052.0916711753,879219156150.4413,26791986.03289363,7536412.510951441,25153211.852315046,24230680.176639307,2545538.7719219793,1995676.5646684426,8204714.0835197605,9161774.07403903,2572462.2378658773,2449043.526072629,2660843.590329913
3,8478883.91066611,1843497.5589173746,867282.5648831304,838462965881.6891,26852237.677603867,7359493.116215686,26952642.5383944,26111369.994712174,2643684.7971497336,1979837.777002244,9152480.417004116,9180644.60568901,2535607.6483549625,2824319.772943576,2595212.128741186
4,8342460.361116875,1965752.2388215996,858302.4715780045,892406203228.1882,24729136.24021911,7951353.806846534,26573254.22573719,24941528.075828884,2616312.812650711,1803807.5256868554,8875611.237853725,8296608.098388532,2715630.007072036,2641733.5881750816,2715720.4693234777
5,8293904.567015678,1988663.0046632853,843100.5942613552,891021917586.5741,26098537.324514277,8033764.695105366,25811830.567098513,24731938.007705737,2743517.6382295047,2019168.5296385016,8371652.342042668,8507456.147657055,2579043.2444285285,2551752.3233938175,2770719.3540097387
6,8750299.623172386,2154787.677142675,781010.0172637071,851131280832.9628,24445057.851788864,7725287.804626644,24021813.399981685,25423598.73719607,2605312.3877635957,1980804.2066120484,7990814.877865022,8585649.099562261,2595670.023742161,2598368.1141423294,2511989.5649212673
7,8482818.228035945,2029639.288724833,873991.2763103031,889186813119.253,26648325.148853585,7516319.345853652,25963565.281980615,27387318.89821448,2486209.9423847185,2028415.3157226245,8517738.744491296,9391821.863366704,2664732.7212396087,2543877.1400731374,2599872.7054080693
8,9130022.437800234,2026053.2223657325,883249.5951804515,830253628490.6542,26052003.43399726,8170845.6102109365,27722258.10161658,26127861.64710401,2803860.721895108,2113952.6970237806,8641257.265072614,8227788.932339485,2460759.301650458,2579496.638062599,2722414.696178804
9,8897255.625210788,1957982.0264453003,867351.4019764621,896864967364.4187,24682719.40548784,7808303.004715768,27924440.424388785,26083279.4213809,2628037.182803358,1930368.1684183571,8146311.071144733,8989962.397527466,2656947.3487356473,2671074.770482013,2546494.994504098
