,Teslin_DOC / micromolar,Pelly_DOC / micromolar,White+Donjec_DOC/ micromolar,Stewart_DOC / micromolar,Porcupine_DOC / micromolar,Tanana_DOC / micromolar,Koyukuk_DOC / micromolar
0,372.45697619203736,663.2432931062589,662.7484442475227,728.7513803844178,512.0213534331956,316.95515133879934,194.4517678312928
1,391.1012905470359,727.1675581106907,630.8562077178357,637.3656307444919,524.3668360314198,337.06782320082226,196.3308058755784
2,392.05989302739596,681.0485929619326,641.1903130321087,706.4461573713054,550.5024830187056,335.790869846645,184.7801903856657
3,362.33804146307943,685.1898030989702,693.9341179663706,719.8277162492068,501.20008786245666,294.23505610612585,187.1423961536419
4,414.14121997777914,706.022567955017,619.0989719813274,681.7100149317679,470.23803810309107,293.81152239057576,197.07893870372072
5,380.4813937371674,669.9526637445068,654.0588577182859,676.104404865131,487.01427899315615,333.2056654383695,192.65340293993717
6,402.5603290601174,702.0723005841242,668.0732587996109,681.3092709966473,528.4949417125,329.09924849802326,194.2096196910868
7,373.5330157400912,683.7930716269273,624.3576755187268,730.0378403566282,490.4010677061824,307.40374425037476,183.863617702996
8,373.13735562917486,651.3175618224552,636.6694739841572,685.3490903687043,512.3919457697853,294.8696648525263,191.045070691731
9,355.3471498007561,682.6477220102,670.3705304404908,680.4691994662613,495.555131778269,296.58186668959917,195.2981731755538
10,410.9982213366394,646.0792922632245,683.7611466728508,735.4253355538212,545.7830081734592,333.187206472574,187.0511563302723
11,379.7174247386678,723.0022701429518,668.4639444966542,682.6764698298433,491.5033682271506,301.62737536974237,190.5943315320685
12,405.2335350761618,705.7301749756779,658.7327567120942,717.0850669475636,511.20110485065345,325.7752418960348,201.65140769008482
13,378.13740749712304,689.9601893750809,627.4427199373466,670.9319233897837,478.24406597289124,291.0417639577012,207.6143170270632
14,366.8068010153874,725.4891968386631,692.7710224786814,669.6054044444986,475.20505672579407,317.86679225764556,192.5073267120651
15,413.79147228107263,672.2771774022349,664.1859499345662,662.7806588088325,488.9034708465571,298.63333306106017,198.46733042642464
16,418.1736819355455,640.6093986929017,691.692852242791,674.0268045712988,465.8275216583512,312.4859872516264,186.32841896462924
17,386.5273417877084,704.164948647964,637.9739105612942,732.4252004026491,507.784222150167,321.0696485606612,205.81423858740848
18,396.4381712640401,738.168215635914,633.657739389118,645.7763025645091,476.3787235683659,317.25540268725183,199.5467592433732
19,359.0508157840838,677.6802683482949,664.4061089586291,679.4296175526117,513.1676599648729,302.65948597052545,206.5170095662783
20,375.21309009409583,696.82746422157,696.8387977866685,692.0017609226916,532.5153914017453,324.4014536457656,183.2926191076025
21,357.80960462001576,679.9703888705683,703.5817415758684,691.5495579776127,531.2218095578847,330.2306319461959,190.16835881194743
22,397.8385049604681,666.7005812180978,640.4553469928115,677.2920545290219,484.30778422200524,312.33243754743955,210.24074589913442
23,365.4346192386423,721.4448087658631,651.7942621778284,702.962497224934,490.9147837791687,300.35395935698654,204.0796416243468
24,368.9139055793847,642.8274724812071,658.8493779503782,657.0472939933303,498.8369843286821,317.75221886615225,213.47802031281626
25,398.0565664321417,679.7782071488143,662.7016744800333,694.0437353358786,514.4649767872609,306.13587144581703,180.22398210405836
26,377.75403422457725,671.9040608049672,653.4765794238436,643.7141255354014,464.54425802545785,308.037812378848,198.25069527782108
27,362.8677248300416,668.7038446035674,633.2801198101813,678.2674902089568,480.3383853264522,317.7267554616688,195.1881084709147
28,416.6985524703267,715.6510686468073,654.5401591218055,703.3447438747777,503.58558279754004,325.25238189424033,184.46456319333038
