,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
0,8151882.673753014,2007949.8979048969,813514.7983838791,846047148386.6849,26591153.53287325,7438451.720054229,24405392.480319742,25585162.991732292,2554054.300495032,1878144.4433455158,8130716.601589321,8892056.370377045,2659343.780799212,2683336.556319987,2596750.8079179083
1,8430043.634837268,1959372.5777283993,891094.7219757343,872207311751.6589,26646210.707475275,7919293.535969781,26370021.621532746,27073435.367316727,2573551.6592466515,2009477.204643497,8554343.616637733,8569786.898411836,2652356.0824041013,2631371.8820126364,2727162.7113061305
2,8733546.68309201,2013304.635685419,871650.9617320803,863692941545.7849,25080558.906216767,8010531.042454952,23603431.118768767,27099776.099980827,2385837.4415287506,1979643.43930408,9277214.324506154,8790328.900541449,2612800.3157898886,2708326.012901292,2551112.689815188
3,9356061.215968998,1988631.2193414206,866086.559070618,856650808011.1202,26250256.848369636,7345301.05210821,24905146.023049835,26501984.98066391,2751347.904335522,2054949.3445514683,8539882.731914299,8108300.950423942,2398200.6508108084,2519992.03275831,2434453.123381121
4,8997461.578761144,1916097.5799763727,884429.2848971285,911944437242.0007,28227880.294931818,7729870.149034081,24201661.776691686,24589001.320109464,2424052.2238985193,1847997.3529896752,9165099.93372428,8366139.57953584,2697325.7691696077,2397204.8022488197,2610314.7838383047
5,8279509.099113689,2084162.392367966,852089.3184441456,837244488107.1907,25941371.70891311,7199800.848077749,26766123.746933404,26142766.843258172,2657177.3571683415,1940995.1653333632,8439330.298473919,9028662.954430008,2604934.687896429,2616299.259409613,2698670.0188991968
6,8950873.361508029,1856895.8977430882,835937.7902863205,907100901251.5259,26078578.014825694,8165706.357238736,27294461.019135855,25253354.748797275,2487846.909274456,2114990.566961575,8803866.082981372,8684044.930888476,2804343.111659036,2828996.455856068,2633485.452366342
7,8600900.204658227,1851123.4857778805,887549.2279057774,836830971607.3022,26174749.097237445,7701968.734594846,25299967.290635336,23899627.656203214,2703975.7845935095,1995674.1034795553,8648854.356881078,8206992.713829878,2772217.1546119642,2481406.951490555,2624478.8673546533
8,8002750.063552194,1884416.0556325777,850567.8665122355,854363897232.3818,26984413.083556637,8190075.724504868,26166957.80591371,26776348.983151034,2350608.898802926,1907606.1958896387,8848423.318493066,8986372.00072067,2548724.5452642073,2645272.1334153195,2771126.701372225
9,8606886.161441159,1977717.9048464827,817164.635972736,872519472084.8356,25051428.766636103,8153062.634185867,26691044.4876173,27358100.655256268,2424247.857566997,1898308.4567589364,9177508.459079422,8242490.705331058,2373202.9183657616,2579246.766560209,2655778.7200844144
10,8751228.662107168,2093231.845269993,798625.8640054876,820016121060.5135,24827122.052574992,8254827.951733899,26401721.716298077,26350099.085684694,2597726.023239443,1897421.2272693266,8864996.782138057,8517165.680850923,2493198.4747346346,2533361.856822287,2533601.0581066976
11,8821171.325925384,1928271.2427742218,801294.3211068909,904644283059.2948,24847059.75579232,8354684.463194624,26683021.911035948,24326942.615441285,2525879.903376576,1970066.4660624338,9111874.324700283,9071566.728608772,2458134.965022385,2647407.955850812,2414871.5228106286
12,8686229.623037437,2130284.0653457167,868293.36495334,835666178115.5361,27819336.57343594,8006901.139965394,25185361.974828113,24470898.865368795,2527617.2221774305,1865507.8191444438,8653246.583646923,8769505.496839264,2523420.427082748,2606574.0186208626,2725081.188501823
13,9025701.022140156,1952817.3258359742,864004.9405524913,846178563105.6425,26198577.752317168,8128505.86402241,27958567.87008112,26676438.66355189,2563905.4370610192,1926506.9470759928,9379690.645940036,8441786.741097853,2740606.3920759386,2733673.991446446,2666762.6910729995
14,8549881.089784013,2006434.5273812069,800816.5156502281,873904166068.3545,24895869.295492977,7654721.909947353,26404363.68585269,23925054.52354591,2571135.192346039,2010499.5030461205,8602575.620089773,8804567.742327718,2679720.525037604,2535225.335750294,2724519.148895938
15,8483011.120726323,1797837.9368845331,876882.3789421781,847272405698.7515,24598136.611671723,7526594.641370086,24844049.045454826,27013387.149195045,2570837.4116154746,1968785.6217290813,8595820.461472765,8506585.421253076,2641212.64368733,2629460.972218205,2668451.278339173
16,7834403.770440669,1961159.2449353351,886213.3224837708,910423570556.3676,26206645.653702665,7779514.706113434,26175595.427109867,26933412.97644103,2606885.30072313,2056223.9006122898,9206627.843908083,8297174.535170898,2576841.4523981037,2453828.017162732,2660819.149457406
17,8084842.730194152,1990966.3123375766,863973.7060230785,876850737641.2074,25729287.104441524,7517468.3929767925,27214897.257385764,27101210.857989155,2570368.9585427255,1991011.1766337005,8160226.503441868,8257880.555381718,2775399.325020851,2606367.7247253144,2547280.5786690796
